RMSE_Train,RMSE_Test,MAPE_Train,MAPE_Test,MAE_Train,MAE_Test
0.073461,0.090532,8.9913,12.744,9460.4,11717
0.073711,0.094083,9.0083,12.873,9490.8,11944
0.073582,0.089807,8.9912,12.768,9469,11618
0.073692,0.093526,9.0128,13.11,9489.6,12027
0.073718,0.092122,9.0274,12.943,9486.9,11857
0.073732,0.090961,9.0086,12.985,9483.5,11811
0.07378,0.092928,9.0156,12.872,9495.2,11884
0.073383,0.090612,8.965,12.603,9431.9,11609
0.073472,0.091679,8.9697,12.86,9440.6,11839
0.073605,0.091539,9.0177,13.068,9473,11826
0.073519,0.090698,8.9869,12.804,9448.5,11692
0.07353,0.092369,8.9822,12.847,9448.2,11803
0.074173,0.090857,9.0598,12.693,9533.6,11696
0.07363,0.089475,9.0138,12.567,9472.2,11581
0.074173,0.092447,9.0368,13.027,9524.6,11957
0.073472,0.091287,8.998,12.747,9463.9,11728
0.074052,0.092052,9.0452,13.043,9529.9,11898
0.073635,0.09135,8.9978,12.846,9485.1,11742
0.073573,0.092302,8.9772,12.762,9450.6,11817
0.073483,0.091012,9.0041,12.667,9449.7,11708
0.073804,0.090922,9.0104,12.777,9488.8,11725
0.073805,0.09299,9.028,13.054,9470.8,11995
0.073536,0.090537,8.9996,12.772,9461.1,11697
0.07337,0.091078,8.9476,12.708,9415.7,11705
0.073679,0.092527,9.0048,12.768,9486,11831
0.074141,0.092414,9.0854,13.058,9551.5,11950
0.073458,0.090986,8.9557,12.769,9430.8,11757
0.073497,0.094075,9.0119,12.932,9468.6,12027
0.073583,0.092402,9.0147,12.865,9483.4,11852
0.073121,0.09034,8.9435,12.711,9402.8,11660
0.07392,0.092156,9.0483,12.914,9516.7,11936
0.073474,0.090793,8.9832,12.743,9448.2,11735
0.073795,0.091648,9.0037,12.858,9491.9,11815
0.073556,0.091966,8.996,12.892,9454.6,11886
0.07375,0.090309,9.0341,12.648,9500,11674
0.073571,0.090058,8.996,12.685,9469.3,11650
0.073583,0.090907,9.0301,12.81,9488.9,11725
0.073496,0.090987,8.9681,12.791,9439.9,11756
0.073754,0.091738,9.0332,12.861,9488.6,11797
0.073708,0.092303,9.0017,12.77,9471.3,11899
0.073636,0.091465,9.0174,12.893,9475.8,11848
0.073458,0.090506,8.9889,12.805,9473.5,11731
0.07378,0.093977,9.0088,13.123,9488.7,12092
0.073882,0.093972,9.0222,13.004,9493.2,12034
0.073569,0.09106,9.0013,12.679,9465.6,11694
0.073807,0.091913,9.0163,12.855,9485.9,11844
0.073778,0.090287,9.0012,12.589,9477.6,11614
0.073529,0.091487,8.999,12.869,9463.8,11839
0.073546,0.092696,8.9921,12.941,9448.5,11969
0.073565,0.091046,8.9847,12.718,9453.2,11804
0.073753,0.091001,9.0202,12.931,9501,11778
0.073978,0.091466,9.0675,13.085,9525.6,11885
0.07374,0.09193,9.0323,12.949,9489.2,11879
0.073515,0.091598,8.9849,12.732,9454.6,11787
0.073332,0.090753,8.9862,12.813,9438.3,11694
0.073751,0.091415,9.0325,12.911,9495.5,11840
0.073598,0.09196,9.0292,12.889,9490.5,11882
0.073614,0.090559,8.9846,12.697,9457,11684
0.073604,0.092204,8.9982,12.887,9466,11894
0.073267,0.091626,8.967,12.929,9434.6,11882
0.073604,0.090078,8.9962,12.587,9451.3,11582
0.073522,0.091364,8.9987,12.939,9468.3,11789
0.073785,0.092506,9.0028,12.752,9481.4,11903
0.073602,0.09167,8.9967,12.878,9465,11768
0.074008,0.092546,9.0561,13.015,9511.1,11909
0.073398,0.091046,8.986,12.799,9440.7,11692
0.073425,0.092445,8.9861,13.045,9460.8,11995
0.07369,0.092182,8.9893,12.847,9464.9,11838
0.073528,0.092202,8.9784,12.753,9466.3,11861
0.073587,0.09125,8.9921,12.886,9464.8,11777
0.073551,0.092718,9.0017,12.789,9471.1,11873
0.073831,0.09205,9.0353,12.951,9506.8,11894
0.073486,0.090944,8.9969,12.616,9457.7,11718
0.073516,0.092323,9.0166,12.868,9463.2,11909
0.073338,0.090958,8.9878,12.895,9459.9,11768
0.073751,0.091884,9.0253,12.893,9501.2,11831
0.07358,0.091626,8.9992,12.843,9458.9,11816
0.073898,0.091553,9.0301,12.833,9516.3,11842
0.073872,0.090658,9.0252,12.723,9490.1,11649
0.073877,0.091358,9.0453,12.828,9505.7,11745
0.074006,0.095493,9.0366,13.085,9522.1,12120
0.073515,0.093045,8.9902,12.978,9464.8,12017
0.07364,0.092111,9.0409,12.897,9490.1,11810
0.073296,0.092239,8.9771,12.824,9438.8,11869
0.073549,0.092634,8.99,12.975,9445.5,11954
0.073333,0.089723,8.9845,12.582,9437.6,11602
0.073584,0.090688,8.9893,12.578,9454.9,11631
0.073687,0.09179,9.0053,12.947,9469.4,11823
0.073934,0.091004,9.0598,12.764,9517.4,11767
0.073488,0.091585,8.9544,12.767,9415.3,11806
0.073784,0.091473,9.0221,12.752,9488.1,11726
0.073765,0.092952,9.0374,13.002,9498.8,11992
0.073236,0.090038,8.9622,12.694,9435.9,11670
0.073519,0.091876,8.9656,12.883,9439.2,11839
0.07364,0.09294,9.0028,12.798,9470,11881
0.073546,0.090569,9.0018,12.85,9464.8,11738
0.073525,0.091065,9.015,12.794,9473.6,11773
0.073632,0.090277,9.0306,12.624,9490.3,11634
0.073851,0.094218,9.0382,13.204,9507.5,12058
0.073738,0.090697,9.0424,12.939,9504.7,11780
0.073671,0.090899,9.02,12.877,9477.6,11712
0.073816,0.090442,8.9946,12.645,9472.4,11684
0.07343,0.091366,8.9888,12.851,9446,11809
0.073333,0.090631,8.9615,12.518,9429.4,11567
0.07366,0.09441,9.0085,13.054,9473,11986
0.073179,0.091738,8.9905,13.086,9441.3,11860
0.073505,0.091509,8.9801,12.759,9443.5,11741
0.073925,0.092061,9.0366,12.965,9493,11863
0.073599,0.09161,8.9983,12.963,9468.3,11798
0.073532,0.092764,8.9814,12.974,9448.7,11941
0.073762,0.090434,9.0281,12.691,9494.3,11696
0.073935,0.090641,9.0191,12.748,9512,11697
0.073564,0.090845,9.0051,12.728,9476.5,11729
0.073281,0.091519,8.9722,12.853,9438,11818
0.073657,0.090845,9.0086,12.837,9486.3,11723
0.073298,0.09205,8.9481,12.812,9421.8,11846
0.073264,0.092123,8.9458,12.911,9420,11856
0.073408,0.091698,8.9858,12.758,9436.1,11775
0.073622,0.090986,8.9688,12.774,9450.4,11751
0.073301,0.092922,8.9722,12.907,9437.7,11881
0.073426,0.093001,8.9783,13.001,9434.9,11953
0.073407,0.090282,8.9774,12.605,9446.5,11648
0.073784,0.091874,9.0443,12.845,9492,11801
0.073683,0.090167,9.0357,12.744,9491.3,11658
0.073783,0.091499,9.0352,12.895,9499.4,11821
0.073591,0.092363,9.0028,12.866,9464.9,11852
0.073742,0.092264,9.027,13.013,9478.7,11901
0.073872,0.092927,9.0264,13.066,9496.3,11970
0.073651,0.091536,8.9971,12.802,9467.6,11811
0.073719,0.092744,9.0367,13.02,9491.9,11946
0.073418,0.092302,8.9784,12.819,9440.5,11898
0.073608,0.091691,9.0072,13.018,9470.2,11884
0.073505,0.090629,8.9671,12.795,9459.5,11725
0.0742,0.09091,9.05,12.912,9527.2,11706
0.073488,0.091839,8.9982,12.802,9466.2,11818
0.073579,0.092492,9.0005,12.825,9466.8,11908
0.073676,0.092132,9.009,13.045,9481.5,11933
0.073533,0.09214,8.9976,12.764,9468.9,11813
0.07355,0.091195,8.9804,12.775,9450.6,11682
0.07365,0.092895,9.012,13.032,9485.9,11956
0.073593,0.091059,9.0003,12.686,9468.9,11756
0.073674,0.090789,9.0187,12.773,9486.1,11709
0.073314,0.093172,8.9692,13.004,9419.4,11989
0.07364,0.091571,9.0328,13.032,9487.9,11849
0.073619,0.093575,9.0115,13.244,9472.5,12070
0.073505,0.091988,8.9907,12.886,9460.1,11870
0.073629,0.091081,8.9796,12.865,9461,11829
0.073612,0.091803,8.9967,12.914,9462.4,11840
0.073906,0.090989,9.048,12.821,9513.7,11774
0.073798,0.092676,9.0537,12.968,9516.4,11917
0.073513,0.090499,8.9852,12.626,9433.5,11685
0.073328,0.089473,8.9595,12.502,9417.1,11526
0.073605,0.08986,9.029,12.585,9479.6,11588
0.073411,0.091568,8.9814,12.738,9442.3,11748
0.073751,0.090791,9.0418,12.808,9495.2,11720
0.073624,0.091195,8.9992,12.89,9464.2,11764
0.073802,0.091534,9.0307,12.843,9505.6,11810
0.073261,0.090315,8.984,12.676,9437.4,11670
0.073368,0.091486,8.9652,12.869,9434.1,11833
0.073266,0.090985,8.9621,12.828,9422.6,11738
0.073325,0.090669,8.9662,12.553,9431.8,11638
0.0739,0.091265,9.0178,12.837,9481.6,11807
0.073547,0.092693,8.9808,12.981,9449.7,11920
0.07377,0.090628,9.0189,12.721,9486.6,11643
0.073745,0.091506,9.023,12.696,9489.3,11695
