Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality,DayTyep_Idx
IDCJAC0011,66062,2012,6,26,8.6,1,Y,2
IDCJAC0011,66062,2012,6,27,9.7,1,Y,3
IDCJAC0011,66062,2012,6,28,9,1,Y,4
IDCJAC0011,66062,2012,6,29,10.4,1,Y,5
IDCJAC0011,66062,2012,6,30,10.1,1,Y,6
IDCJAC0011,66062,2012,7,1,9.9,1,Y,0
IDCJAC0011,66062,2012,7,2,7.5,1,Y,1
IDCJAC0011,66062,2012,7,3,7.7,1,Y,2
IDCJAC0011,66062,2012,7,4,7.2,1,Y,3
IDCJAC0011,66062,2012,7,5,8.7,1,Y,4
IDCJAC0011,66062,2012,7,6,9.6,1,Y,5
IDCJAC0011,66062,2012,7,7,8.7,1,Y,6
IDCJAC0011,66062,2012,7,8,9.1,1,Y,0
IDCJAC0011,66062,2012,7,9,8.3,1,Y,1
IDCJAC0011,66062,2012,7,10,8.4,1,Y,2
IDCJAC0011,66062,2012,7,11,10.2,1,Y,3
IDCJAC0011,66062,2012,7,12,11.6,1,Y,4
IDCJAC0011,66062,2012,7,13,12.9,1,Y,5
IDCJAC0011,66062,2012,7,14,11.1,1,Y,6
IDCJAC0011,66062,2012,7,15,9,1,Y,0
IDCJAC0011,66062,2012,7,16,9.4,1,Y,1
IDCJAC0011,66062,2012,7,17,8.1,1,Y,2
IDCJAC0011,66062,2012,7,18,9.3,1,Y,3
IDCJAC0011,66062,2012,7,19,8.7,1,Y,4
IDCJAC0011,66062,2012,7,20,5.8,1,Y,5
IDCJAC0011,66062,2012,7,21,8.1,1,Y,6
IDCJAC0011,66062,2012,7,22,9.7,1,Y,0
IDCJAC0011,66062,2012,7,23,9.5,1,Y,1
IDCJAC0011,66062,2012,7,24,10.4,1,Y,2
IDCJAC0011,66062,2012,7,25,8.7,1,Y,3
IDCJAC0011,66062,2012,7,26,10,1,Y,4
IDCJAC0011,66062,2012,7,27,8.7,1,Y,5
IDCJAC0011,66062,2012,7,28,7.8,1,Y,6
IDCJAC0011,66062,2012,7,29,8.4,1,Y,0
IDCJAC0011,66062,2012,7,30,7.3,1,Y,1
IDCJAC0011,66062,2012,7,31,7.5,1,Y,2
IDCJAC0011,66062,2012,8,1,7,1,Y,3
IDCJAC0011,66062,2012,8,2,6.5,1,Y,4
IDCJAC0011,66062,2012,8,3,6.8,1,Y,5
IDCJAC0011,66062,2012,8,4,7.2,1,Y,6
IDCJAC0011,66062,2012,8,5,9.3,1,Y,0
IDCJAC0011,66062,2012,8,6,11.6,1,Y,1
IDCJAC0011,66062,2012,8,7,6.8,1,Y,2
IDCJAC0011,66062,2012,8,8,5.6,1,Y,3
IDCJAC0011,66062,2012,8,9,9.5,1,Y,4
IDCJAC0011,66062,2012,8,10,7.6,1,Y,5
IDCJAC0011,66062,2012,8,11,9.8,1,Y,6
IDCJAC0011,66062,2012,8,12,11.1,1,Y,0
IDCJAC0011,66062,2012,8,13,9.6,1,Y,1
IDCJAC0011,66062,2012,8,14,7.4,1,Y,2
IDCJAC0011,66062,2012,8,15,10.2,1,Y,3
IDCJAC0011,66062,2012,8,16,11.7,1,Y,4
IDCJAC0011,66062,2012,8,17,11.1,1,Y,5
IDCJAC0011,66062,2012,8,18,9.6,1,Y,6
IDCJAC0011,66062,2012,8,19,9.7,1,Y,0
IDCJAC0011,66062,2012,8,20,7.5,1,Y,1
IDCJAC0011,66062,2012,8,21,8.7,1,Y,2
IDCJAC0011,66062,2012,8,22,10.6,1,Y,3
IDCJAC0011,66062,2012,8,23,16.1,1,Y,4
IDCJAC0011,66062,2012,8,24,12.4,1,Y,5
IDCJAC0011,66062,2012,8,25,10.7,1,Y,6
IDCJAC0011,66062,2012,8,26,8.3,1,Y,0
IDCJAC0011,66062,2012,8,27,7.9,1,Y,1
IDCJAC0011,66062,2012,8,28,9,1,Y,2
IDCJAC0011,66062,2012,8,29,9.4,1,Y,3
IDCJAC0011,66062,2012,8,30,12,1,Y,4
IDCJAC0011,66062,2012,8,31,9.7,1,Y,5
IDCJAC0011,66062,2012,9,1,5.5,1,Y,6
IDCJAC0011,66062,2012,9,2,7.2,1,Y,0
IDCJAC0011,66062,2012,9,3,7.5,1,Y,1
IDCJAC0011,66062,2012,9,4,9.7,1,Y,2
IDCJAC0011,66062,2012,9,5,11.1,1,Y,3
IDCJAC0011,66062,2012,9,6,18.4,1,Y,4
IDCJAC0011,66062,2012,9,7,16.4,1,Y,5
IDCJAC0011,66062,2012,9,8,11.3,1,Y,6
IDCJAC0011,66062,2012,9,9,11.6,1,Y,0
IDCJAC0011,66062,2012,9,10,9.5,1,Y,1
IDCJAC0011,66062,2012,9,11,12.6,1,Y,2
IDCJAC0011,66062,2012,9,12,11,1,Y,3
IDCJAC0011,66062,2012,9,13,14,1,Y,4
IDCJAC0011,66062,2012,9,14,7.9,1,Y,5
IDCJAC0011,66062,2012,9,15,9.2,1,Y,6
IDCJAC0011,66062,2012,9,16,10.5,1,Y,0
IDCJAC0011,66062,2012,9,17,14.2,1,Y,1
IDCJAC0011,66062,2012,9,18,12.4,1,Y,2
IDCJAC0011,66062,2012,9,19,11.1,1,Y,3
IDCJAC0011,66062,2012,9,20,12.1,1,Y,4
IDCJAC0011,66062,2012,9,21,13.8,1,Y,5
IDCJAC0011,66062,2012,9,22,12.4,1,Y,6
IDCJAC0011,66062,2012,9,23,11.2,1,Y,0
IDCJAC0011,66062,2012,9,24,13.5,1,Y,1
IDCJAC0011,66062,2012,9,25,12,1,Y,2
IDCJAC0011,66062,2012,9,26,14.6,1,Y,3
IDCJAC0011,66062,2012,9,27,14.1,1,Y,4
IDCJAC0011,66062,2012,9,28,18.9,1,Y,5
IDCJAC0011,66062,2012,9,29,17.3,1,Y,6
IDCJAC0011,66062,2012,9,30,9.9,1,Y,0
IDCJAC0011,66062,2012,10,1,9.8,1,Y,1
IDCJAC0011,66062,2012,10,2,12.7,1,Y,2
IDCJAC0011,66062,2012,10,3,11.2,1,Y,3
IDCJAC0011,66062,2012,10,4,14.5,1,Y,4
IDCJAC0011,66062,2012,10,5,20,1,Y,5
IDCJAC0011,66062,2012,10,6,15.6,1,Y,6
IDCJAC0011,66062,2012,10,7,12.7,1,Y,0
IDCJAC0011,66062,2012,10,8,13.6,1,Y,1
IDCJAC0011,66062,2012,10,9,12.1,1,Y,2
IDCJAC0011,66062,2012,10,10,11.1,1,Y,3
IDCJAC0011,66062,2012,10,11,13.5,1,Y,4
IDCJAC0011,66062,2012,10,12,8.5,1,Y,5
IDCJAC0011,66062,2012,10,13,8.6,1,Y,6
IDCJAC0011,66062,2012,10,14,12.4,1,Y,0
IDCJAC0011,66062,2012,10,15,11.4,1,Y,1
IDCJAC0011,66062,2012,10,16,15.4,1,Y,2
IDCJAC0011,66062,2012,10,17,20.3,1,Y,3
IDCJAC0011,66062,2012,10,18,16.6,1,Y,4
IDCJAC0011,66062,2012,10,19,15.9,1,Y,5
IDCJAC0011,66062,2012,10,20,16.6,1,Y,6
IDCJAC0011,66062,2012,10,21,14.9,1,Y,0
IDCJAC0011,66062,2012,10,22,15.1,1,Y,1
IDCJAC0011,66062,2012,10,23,11.8,1,Y,2
IDCJAC0011,66062,2012,10,24,11.7,1,Y,3
IDCJAC0011,66062,2012,10,25,13.8,1,Y,4
IDCJAC0011,66062,2012,10,26,16.9,1,Y,5
IDCJAC0011,66062,2012,10,27,13.1,1,Y,6
IDCJAC0011,66062,2012,10,28,15.3,1,Y,0
IDCJAC0011,66062,2012,10,29,12.1,1,Y,1
IDCJAC0011,66062,2012,10,30,14.1,1,Y,2
IDCJAC0011,66062,2012,10,31,15.7,1,Y,3
IDCJAC0011,66062,2012,11,1,16.8,1,Y,4
IDCJAC0011,66062,2012,11,2,16.1,1,Y,5
IDCJAC0011,66062,2012,11,3,13.7,1,Y,6
IDCJAC0011,66062,2012,11,4,14.8,1,Y,0
IDCJAC0011,66062,2012,11,5,17,1,Y,1
IDCJAC0011,66062,2012,11,6,19.6,1,Y,2
IDCJAC0011,66062,2012,11,7,19.8,1,Y,3
IDCJAC0011,66062,2012,11,8,19.9,1,Y,4
IDCJAC0011,66062,2012,11,9,18.5,1,Y,5
IDCJAC0011,66062,2012,11,10,16.6,1,Y,6
IDCJAC0011,66062,2012,11,11,13.1,1,Y,0
IDCJAC0011,66062,2012,11,12,13,1,Y,1
IDCJAC0011,66062,2012,11,13,16.9,1,Y,2
IDCJAC0011,66062,2012,11,14,15.9,1,Y,3
IDCJAC0011,66062,2012,11,15,16.2,1,Y,4
IDCJAC0011,66062,2012,11,16,17.2,1,Y,5
IDCJAC0011,66062,2012,11,17,15.1,1,Y,6
IDCJAC0011,66062,2012,11,18,15.3,1,Y,0
IDCJAC0011,66062,2012,11,19,12.8,1,Y,1
IDCJAC0011,66062,2012,11,20,15.8,1,Y,2
IDCJAC0011,66062,2012,11,21,13.4,1,Y,3
IDCJAC0011,66062,2012,11,22,17.1,1,Y,4
IDCJAC0011,66062,2012,11,23,15.7,1,Y,5
IDCJAC0011,66062,2012,11,24,16.4,1,Y,6
IDCJAC0011,66062,2012,11,25,18.5,1,Y,0
IDCJAC0011,66062,2012,11,26,20.7,1,Y,1
IDCJAC0011,66062,2012,11,27,19.8,1,Y,2
IDCJAC0011,66062,2012,11,28,18.4,1,Y,3
IDCJAC0011,66062,2012,11,29,19.9,1,Y,4
IDCJAC0011,66062,2012,11,30,21.3,1,Y,5
IDCJAC0011,66062,2012,12,1,23,1,Y,6
IDCJAC0011,66062,2012,12,2,20.2,1,Y,0
IDCJAC0011,66062,2012,12,3,18.4,1,Y,1
IDCJAC0011,66062,2012,12,4,17.5,1,Y,2
IDCJAC0011,66062,2012,12,5,15.4,1,Y,3
IDCJAC0011,66062,2012,12,6,14,1,Y,4
IDCJAC0011,66062,2012,12,7,17.2,1,Y,5
IDCJAC0011,66062,2012,12,8,18.1,1,Y,6
IDCJAC0011,66062,2012,12,9,20.7,1,Y,0
IDCJAC0011,66062,2012,12,10,15.9,1,Y,1
IDCJAC0011,66062,2012,12,11,16.7,1,Y,2
IDCJAC0011,66062,2012,12,12,17.3,1,Y,3
IDCJAC0011,66062,2012,12,13,16.4,1,Y,4
IDCJAC0011,66062,2012,12,14,18.9,1,Y,5
IDCJAC0011,66062,2012,12,15,20.4,1,Y,6
IDCJAC0011,66062,2012,12,16,21.2,1,Y,0
IDCJAC0011,66062,2012,12,17,18.8,1,Y,1
IDCJAC0011,66062,2012,12,18,17.3,1,Y,2
IDCJAC0011,66062,2012,12,19,20.8,1,Y,3
IDCJAC0011,66062,2012,12,20,22.1,1,Y,4
IDCJAC0011,66062,2012,12,21,19.7,1,Y,5
IDCJAC0011,66062,2012,12,22,20.3,1,Y,6
IDCJAC0011,66062,2012,12,23,21.4,1,Y,0
IDCJAC0011,66062,2012,12,24,21.6,1,Y,1
IDCJAC0011,66062,2012,12,25,19.3,1,Y,2
IDCJAC0011,66062,2012,12,26,16.4,1,Y,3
IDCJAC0011,66062,2012,12,27,14.8,1,Y,4
IDCJAC0011,66062,2012,12,28,17.5,1,Y,5
IDCJAC0011,66062,2012,12,29,18.8,1,Y,6
IDCJAC0011,66062,2012,12,30,18,1,Y,0
IDCJAC0011,66062,2012,12,31,18.5,1,Y,1
IDCJAC0011,66062,2013,1,1,20.2,1,Y,2
IDCJAC0011,66062,2013,1,2,20.3,1,Y,3
IDCJAC0011,66062,2013,1,3,18.4,1,Y,4
IDCJAC0011,66062,2013,1,4,18.3,1,Y,5
IDCJAC0011,66062,2013,1,5,20.9,1,Y,6
IDCJAC0011,66062,2013,1,6,21.6,1,Y,0
IDCJAC0011,66062,2013,1,7,21.4,1,Y,1
IDCJAC0011,66062,2013,1,8,20.9,1,Y,2
IDCJAC0011,66062,2013,1,9,21.1,1,Y,3
IDCJAC0011,66062,2013,1,10,20.2,1,Y,4
IDCJAC0011,66062,2013,1,11,21.2,1,Y,5
IDCJAC0011,66062,2013,1,12,23.5,1,Y,6
IDCJAC0011,66062,2013,1,13,20.7,1,Y,0
IDCJAC0011,66062,2013,1,14,17.1,1,Y,1
IDCJAC0011,66062,2013,1,15,16.8,1,Y,2
IDCJAC0011,66062,2013,1,16,19.1,1,Y,3
IDCJAC0011,66062,2013,1,17,21.4,1,Y,4
IDCJAC0011,66062,2013,1,18,21.7,1,Y,5
IDCJAC0011,66062,2013,1,19,21.5,1,Y,6
IDCJAC0011,66062,2013,1,20,20.2,1,Y,0
IDCJAC0011,66062,2013,1,21,20.7,1,Y,1
IDCJAC0011,66062,2013,1,22,20.9,1,Y,2
IDCJAC0011,66062,2013,1,23,20.7,1,Y,3
IDCJAC0011,66062,2013,1,24,20.4,1,Y,4
IDCJAC0011,66062,2013,1,25,21.6,1,Y,5
IDCJAC0011,66062,2013,1,26,23.7,1,Y,6
IDCJAC0011,66062,2013,1,27,20.1,1,Y,0
IDCJAC0011,66062,2013,1,28,20.5,1,Y,1
IDCJAC0011,66062,2013,1,29,19.3,1,Y,2
IDCJAC0011,66062,2013,1,30,19.8,1,Y,3
IDCJAC0011,66062,2013,1,31,21,1,Y,4
IDCJAC0011,66062,2013,2,1,21.8,1,Y,5
IDCJAC0011,66062,2013,2,2,14.1,1,Y,6
IDCJAC0011,66062,2013,2,3,14.8,1,Y,0
IDCJAC0011,66062,2013,2,4,16.1,1,Y,1
IDCJAC0011,66062,2013,2,5,17.3,1,Y,2
IDCJAC0011,66062,2013,2,6,18.5,1,Y,3
IDCJAC0011,66062,2013,2,7,18.6,1,Y,4
IDCJAC0011,66062,2013,2,8,20.2,1,Y,5
IDCJAC0011,66062,2013,2,9,21.3,1,Y,6
IDCJAC0011,66062,2013,2,10,21.7,1,Y,0
IDCJAC0011,66062,2013,2,11,18.8,1,Y,1
IDCJAC0011,66062,2013,2,12,19,1,Y,2
IDCJAC0011,66062,2013,2,13,19.4,1,Y,3
IDCJAC0011,66062,2013,2,14,17.8,1,Y,4
IDCJAC0011,66062,2013,2,15,19.5,1,Y,5
IDCJAC0011,66062,2013,2,16,18.6,1,Y,6
IDCJAC0011,66062,2013,2,17,18.9,1,Y,0
IDCJAC0011,66062,2013,2,18,18,1,Y,1
IDCJAC0011,66062,2013,2,19,19.5,1,Y,2
IDCJAC0011,66062,2013,2,20,21,1,Y,3
IDCJAC0011,66062,2013,2,21,21.8,1,Y,4
IDCJAC0011,66062,2013,2,22,22.4,1,Y,5
IDCJAC0011,66062,2013,2,23,20,1,Y,6
IDCJAC0011,66062,2013,2,24,20.9,1,Y,0
IDCJAC0011,66062,2013,2,25,22.7,1,Y,1
IDCJAC0011,66062,2013,2,26,22.1,1,Y,2
IDCJAC0011,66062,2013,2,27,21.4,1,Y,3
IDCJAC0011,66062,2013,2,28,21.1,1,Y,4
IDCJAC0011,66062,2013,3,1,16.5,1,Y,5
IDCJAC0011,66062,2013,3,2,17.9,1,Y,6
IDCJAC0011,66062,2013,3,3,17.7,1,Y,0
IDCJAC0011,66062,2013,3,4,19.5,1,Y,1
IDCJAC0011,66062,2013,3,5,20.5,1,Y,2
IDCJAC0011,66062,2013,3,6,20.2,1,Y,3
IDCJAC0011,66062,2013,3,7,18.6,1,Y,4
IDCJAC0011,66062,2013,3,8,20.3,1,Y,5
IDCJAC0011,66062,2013,3,9,21.2,1,Y,6
IDCJAC0011,66062,2013,3,10,19.6,1,Y,0
IDCJAC0011,66062,2013,3,11,20.7,1,Y,1
IDCJAC0011,66062,2013,3,12,20.4,1,Y,2
IDCJAC0011,66062,2013,3,13,18.3,1,Y,3
IDCJAC0011,66062,2013,3,14,20.8,1,Y,4
IDCJAC0011,66062,2013,3,15,19.7,1,Y,5
IDCJAC0011,66062,2013,3,16,20.1,1,Y,6
IDCJAC0011,66062,2013,3,17,18.7,1,Y,0
IDCJAC0011,66062,2013,3,18,13.9,1,Y,1
IDCJAC0011,66062,2013,3,19,14.3,1,Y,2
IDCJAC0011,66062,2013,3,20,16.1,1,Y,3
IDCJAC0011,66062,2013,3,21,18.5,1,Y,4
IDCJAC0011,66062,2013,3,22,21.1,1,Y,5
IDCJAC0011,66062,2013,3,23,21.6,1,Y,6
IDCJAC0011,66062,2013,3,24,20.6,1,Y,0
IDCJAC0011,66062,2013,3,25,17.9,1,Y,1
IDCJAC0011,66062,2013,3,26,20.6,1,Y,2
IDCJAC0011,66062,2013,3,27,20.8,1,Y,3
IDCJAC0011,66062,2013,3,28,21.5,1,Y,4
IDCJAC0011,66062,2013,3,29,16.7,1,Y,5
IDCJAC0011,66062,2013,3,30,14.8,1,Y,6
IDCJAC0011,66062,2013,3,31,17.9,1,Y,0
IDCJAC0011,66062,2013,4,1,17.4,1,Y,1
IDCJAC0011,66062,2013,4,2,16.3,1,Y,2
IDCJAC0011,66062,2013,4,3,17,1,Y,3
IDCJAC0011,66062,2013,4,4,15.7,1,Y,4
IDCJAC0011,66062,2013,4,5,15.6,1,Y,5
IDCJAC0011,66062,2013,4,6,15.6,1,Y,6
IDCJAC0011,66062,2013,4,7,14.2,1,Y,0
IDCJAC0011,66062,2013,4,8,14.6,1,Y,1
IDCJAC0011,66062,2013,4,9,15.6,1,Y,2
IDCJAC0011,66062,2013,4,10,14.4,1,Y,3
IDCJAC0011,66062,2013,4,11,15.2,1,Y,4
IDCJAC0011,66062,2013,4,12,15.6,1,Y,5
IDCJAC0011,66062,2013,4,13,15.7,1,Y,6
IDCJAC0011,66062,2013,4,14,16.1,1,Y,0
IDCJAC0011,66062,2013,4,15,17.4,1,Y,1
IDCJAC0011,66062,2013,4,16,16.9,1,Y,2
IDCJAC0011,66062,2013,4,17,14.2,1,Y,3
IDCJAC0011,66062,2013,4,18,15.4,1,Y,4
IDCJAC0011,66062,2013,4,19,13.3,1,Y,5
IDCJAC0011,66062,2013,4,20,12.2,1,Y,6
IDCJAC0011,66062,2013,4,21,10.9,1,Y,0
IDCJAC0011,66062,2013,4,22,13.9,1,Y,1
IDCJAC0011,66062,2013,4,23,12.7,1,Y,2
IDCJAC0011,66062,2013,4,24,12.3,1,Y,3
IDCJAC0011,66062,2013,4,25,12.5,1,Y,4
IDCJAC0011,66062,2013,4,26,14,1,Y,5
IDCJAC0011,66062,2013,4,27,14,1,Y,6
IDCJAC0011,66062,2013,4,28,14.4,1,Y,0
IDCJAC0011,66062,2013,4,29,15.9,1,Y,1
IDCJAC0011,66062,2013,4,30,18.4,1,Y,2
IDCJAC0011,66062,2013,5,1,16.9,1,Y,3
IDCJAC0011,66062,2013,5,2,14.4,1,Y,4
IDCJAC0011,66062,2013,5,3,11.1,1,Y,5
IDCJAC0011,66062,2013,5,4,14,1,Y,6
IDCJAC0011,66062,2013,5,5,12.7,1,Y,0
IDCJAC0011,66062,2013,5,6,10.8,1,Y,1
IDCJAC0011,66062,2013,5,7,11.7,1,Y,2
IDCJAC0011,66062,2013,5,8,12.4,1,Y,3
IDCJAC0011,66062,2013,5,9,12.1,1,Y,4
IDCJAC0011,66062,2013,5,10,12.5,1,Y,5
IDCJAC0011,66062,2013,5,11,13,1,Y,6
IDCJAC0011,66062,2013,5,12,14,1,Y,0
IDCJAC0011,66062,2013,5,13,13.7,1,Y,1
IDCJAC0011,66062,2013,5,14,14.2,1,Y,2
IDCJAC0011,66062,2013,5,15,9.2,1,Y,3
IDCJAC0011,66062,2013,5,16,13.6,1,Y,4
IDCJAC0011,66062,2013,5,17,12.2,1,Y,5
IDCJAC0011,66062,2013,5,18,11.1,1,Y,6
IDCJAC0011,66062,2013,5,19,9.8,1,Y,0
IDCJAC0011,66062,2013,5,20,10.1,1,Y,1
IDCJAC0011,66062,2013,5,21,10.1,1,Y,2
IDCJAC0011,66062,2013,5,22,9.4,1,Y,3
IDCJAC0011,66062,2013,5,23,10.6,1,Y,4
IDCJAC0011,66062,2013,5,24,12.7,1,Y,5
IDCJAC0011,66062,2013,5,25,10.6,1,Y,6
IDCJAC0011,66062,2013,5,26,9.5,1,Y,0
IDCJAC0011,66062,2013,5,27,10.6,1,Y,1
IDCJAC0011,66062,2013,5,28,11.6,1,Y,2
IDCJAC0011,66062,2013,5,29,11.3,1,Y,3
IDCJAC0011,66062,2013,5,30,11.7,1,Y,4
IDCJAC0011,66062,2013,5,31,11.8,1,Y,5
IDCJAC0011,66062,2013,6,1,13.9,1,Y,6
IDCJAC0011,66062,2013,6,2,14.4,1,Y,0
IDCJAC0011,66062,2013,6,3,9.9,1,Y,1
IDCJAC0011,66062,2013,6,4,10.3,1,Y,2
IDCJAC0011,66062,2013,6,5,10.5,1,Y,3
IDCJAC0011,66062,2013,6,6,11.7,1,Y,4
IDCJAC0011,66062,2013,6,7,14.9,1,Y,5
IDCJAC0011,66062,2013,6,8,13.5,1,Y,6
IDCJAC0011,66062,2013,6,9,11,1,Y,0
IDCJAC0011,66062,2013,6,10,10.5,1,Y,1
IDCJAC0011,66062,2013,6,11,10.5,1,Y,2
IDCJAC0011,66062,2013,6,12,10.4,1,Y,3
IDCJAC0011,66062,2013,6,13,10.6,1,Y,4
IDCJAC0011,66062,2013,6,14,11.7,1,Y,5
IDCJAC0011,66062,2013,6,15,13,1,Y,6
IDCJAC0011,66062,2013,6,16,9.7,1,Y,0
IDCJAC0011,66062,2013,6,17,8.5,1,Y,1
IDCJAC0011,66062,2013,6,18,8,1,Y,2
IDCJAC0011,66062,2013,6,19,8.7,1,Y,3
IDCJAC0011,66062,2013,6,20,8.7,1,Y,4
IDCJAC0011,66062,2013,6,21,8,1,Y,5
IDCJAC0011,66062,2013,6,22,7.7,1,Y,6
IDCJAC0011,66062,2013,6,23,7.6,1,Y,0
IDCJAC0011,66062,2013,6,24,9.6,1,Y,1
IDCJAC0011,66062,2013,6,25,10,1,Y,2
IDCJAC0011,66062,2013,6,26,10.5,1,Y,3
IDCJAC0011,66062,2013,6,27,12.8,1,Y,4
IDCJAC0011,66062,2013,6,28,12.9,1,Y,5
IDCJAC0011,66062,2013,6,29,12.7,1,Y,6
IDCJAC0011,66062,2013,6,30,11.3,1,Y,0
IDCJAC0011,66062,2013,7,1,8.8,1,Y,1
IDCJAC0011,66062,2013,7,2,8.8,1,Y,2
IDCJAC0011,66062,2013,7,3,8.1,1,Y,3
IDCJAC0011,66062,2013,7,4,8.5,1,Y,4
IDCJAC0011,66062,2013,7,5,14.7,1,Y,5
IDCJAC0011,66062,2013,7,6,7.8,1,Y,6
IDCJAC0011,66062,2013,7,7,7.4,1,Y,0
IDCJAC0011,66062,2013,7,8,7.4,1,Y,1
IDCJAC0011,66062,2013,7,9,8.7,1,Y,2
IDCJAC0011,66062,2013,7,10,8.9,1,Y,3
IDCJAC0011,66062,2013,7,11,8.2,1,Y,4
IDCJAC0011,66062,2013,7,12,8.3,1,Y,5
IDCJAC0011,66062,2013,7,13,8.3,1,Y,6
IDCJAC0011,66062,2013,7,14,8.9,1,Y,0
IDCJAC0011,66062,2013,7,15,10.7,1,Y,1
IDCJAC0011,66062,2013,7,16,14.4,1,Y,2
IDCJAC0011,66062,2013,7,17,13,1,Y,3
IDCJAC0011,66062,2013,7,18,13.3,1,Y,4
IDCJAC0011,66062,2013,7,19,15,1,Y,5
IDCJAC0011,66062,2013,7,20,14.5,1,Y,6
IDCJAC0011,66062,2013,7,21,8.5,1,Y,0
IDCJAC0011,66062,2013,7,22,8.7,1,Y,1
IDCJAC0011,66062,2013,7,23,7.1,1,Y,2
IDCJAC0011,66062,2013,7,24,10.1,1,Y,3
IDCJAC0011,66062,2013,7,25,7.4,1,Y,4
IDCJAC0011,66062,2013,7,26,7.9,1,Y,5
IDCJAC0011,66062,2013,7,27,7.4,1,Y,6
IDCJAC0011,66062,2013,7,28,8.3,1,Y,0
IDCJAC0011,66062,2013,7,29,9.7,1,Y,1
IDCJAC0011,66062,2013,7,30,11.1,1,Y,2
IDCJAC0011,66062,2013,7,31,12.6,1,Y,3
IDCJAC0011,66062,2013,8,1,8.1,1,Y,4
IDCJAC0011,66062,2013,8,2,9.1,1,Y,5
IDCJAC0011,66062,2013,8,3,10.4,1,Y,6
IDCJAC0011,66062,2013,8,4,10.9,1,Y,0
IDCJAC0011,66062,2013,8,5,9.5,1,Y,1
IDCJAC0011,66062,2013,8,6,11.9,1,Y,2
IDCJAC0011,66062,2013,8,7,10.8,1,Y,3
IDCJAC0011,66062,2013,8,8,9.3,1,Y,4
IDCJAC0011,66062,2013,8,9,7,1,Y,5
IDCJAC0011,66062,2013,8,10,10.5,1,Y,6
IDCJAC0011,66062,2013,8,11,9,1,Y,0
IDCJAC0011,66062,2013,8,12,12,1,Y,1
IDCJAC0011,66062,2013,8,13,9.6,1,Y,2
IDCJAC0011,66062,2013,8,14,12.5,1,Y,3
IDCJAC0011,66062,2013,8,15,10.5,1,Y,4
IDCJAC0011,66062,2013,8,16,7.3,1,Y,5
IDCJAC0011,66062,2013,8,17,10.7,1,Y,6
IDCJAC0011,66062,2013,8,18,11.3,1,Y,0
IDCJAC0011,66062,2013,8,19,13.6,1,Y,1
IDCJAC0011,66062,2013,8,20,8.4,1,Y,2
IDCJAC0011,66062,2013,8,21,7.6,1,Y,3
IDCJAC0011,66062,2013,8,22,7.6,1,Y,4
IDCJAC0011,66062,2013,8,23,11.8,1,Y,5
IDCJAC0011,66062,2013,8,24,12.2,1,Y,6
IDCJAC0011,66062,2013,8,25,9.9,1,Y,0
IDCJAC0011,66062,2013,8,26,10.3,1,Y,1
IDCJAC0011,66062,2013,8,27,11.5,1,Y,2
IDCJAC0011,66062,2013,8,28,11.8,1,Y,3
IDCJAC0011,66062,2013,8,29,11.4,1,Y,4
IDCJAC0011,66062,2013,8,30,15.2,1,Y,5
IDCJAC0011,66062,2013,8,31,14.9,1,Y,6
IDCJAC0011,66062,2013,9,1,11.4,1,Y,0
IDCJAC0011,66062,2013,9,2,12.2,1,Y,1
IDCJAC0011,66062,2013,9,3,12,1,Y,2
IDCJAC0011,66062,2013,9,4,12.2,1,Y,3
IDCJAC0011,66062,2013,9,5,12.2,1,Y,4
IDCJAC0011,66062,2013,9,6,16,1,Y,5
IDCJAC0011,66062,2013,9,7,15.4,1,Y,6
IDCJAC0011,66062,2013,9,8,17,1,Y,0
IDCJAC0011,66062,2013,9,9,15.3,1,Y,1
IDCJAC0011,66062,2013,9,10,20.1,1,Y,2
IDCJAC0011,66062,2013,9,11,14.7,1,Y,3
IDCJAC0011,66062,2013,9,12,12.1,1,Y,4
IDCJAC0011,66062,2013,9,13,10,1,Y,5
IDCJAC0011,66062,2013,9,14,14.1,1,Y,6
IDCJAC0011,66062,2013,9,15,12.8,1,Y,0
IDCJAC0011,66062,2013,9,16,14.6,1,Y,1
IDCJAC0011,66062,2013,9,17,15.2,1,Y,2
IDCJAC0011,66062,2013,9,18,15.2,1,Y,3
IDCJAC0011,66062,2013,9,19,14.2,1,Y,4
IDCJAC0011,66062,2013,9,20,11.4,1,Y,5
IDCJAC0011,66062,2013,9,21,11.3,1,Y,6
IDCJAC0011,66062,2013,9,22,11,1,Y,0
IDCJAC0011,66062,2013,9,23,12.9,1,Y,1
IDCJAC0011,66062,2013,9,24,17.5,1,Y,2
IDCJAC0011,66062,2013,9,25,15.6,1,Y,3
IDCJAC0011,66062,2013,9,26,16.2,1,Y,4
IDCJAC0011,66062,2013,9,27,12.7,1,Y,5
IDCJAC0011,66062,2013,9,28,11.7,1,Y,6
IDCJAC0011,66062,2013,9,29,14.4,1,Y,0
IDCJAC0011,66062,2013,9,30,12.4,1,Y,1
IDCJAC0011,66062,2013,10,1,20.2,1,Y,2
IDCJAC0011,66062,2013,10,2,13,1,Y,3
IDCJAC0011,66062,2013,10,3,15.2,1,Y,4
IDCJAC0011,66062,2013,10,4,9.7,1,Y,5
IDCJAC0011,66062,2013,10,5,11.3,1,Y,6
