RMSE,MAPE
0.27674,3.9471
0.28091,3.9511
0.27912,4.1316
0.27688,4.2171
0.27809,3.8089
0.28198,4.0256
0.27856,4.2695
0.2792,4.1111
0.28053,4.0398
0.27911,4.1778
0.27908,3.9785
0.27815,4.1773
0.27826,4.132
0.27863,4.2466
0.27789,4.1104
0.277,4.0332
0.27732,4.0913
0.27955,4.035
0.27844,4.0038
0.27696,3.8827
0.27987,4.189
0.27729,4.1505
0.27783,4.3066
0.27933,4.0648
0.27886,4.1625
0.27735,4.0221
0.27762,4.2554
0.27669,4.1575
0.27776,4.3798
0.27946,3.959
0.27879,4.3067
0.27961,4.229
0.27788,4.062
0.27855,4.2636
0.27815,3.8601
0.27998,4.0448
0.27726,4.0949
0.27925,4.1408
0.27726,4.242
0.27779,4.1818
0.27898,4.0194
0.27819,4.1908
0.27767,4.0046
0.28055,4.0683
0.27941,4.1293
0.27892,4.0718
0.27608,4.2913
0.27937,4.2204
0.27991,4.1802
0.28043,4.1062
0.27871,4.2413
0.27913,4.0502
0.27905,3.9569
0.28008,4.1908
0.27784,4.1467
0.27996,4.2244
0.2784,4.1668
0.27921,4.2295
0.2775,4.0458
0.27861,4
0.27805,4.0444
0.27836,4.0379
0.27757,4.0678
0.27961,4.0008
0.27818,4.2578
0.27861,4.1613
0.27919,3.9381
0.27847,3.954
0.27962,4.2282
0.27873,4.1481
0.27915,4.0804
0.27958,4.3312
0.27816,4.2371
0.27852,3.9516
0.27997,4.2519
0.27916,4.3038
0.2799,4.1023
0.27698,4.0603
0.27973,4.1635
0.27659,4.0119
0.27897,4.2557
0.27894,4.027
0.27782,4.2098
0.27799,4.2466
0.27683,4.0492
0.27823,4.3758
0.27921,4.1613
0.27987,4.2309
0.27769,4.2077
0.27796,4.2813
0.27859,4.2881
0.27941,4.4113
0.28076,4.0612
0.2792,4.0398
0.27826,3.8257
0.27833,4.033
0.27785,4.0702
0.27885,4.1647
0.27824,3.9082
0.27897,4.2171
0.27831,4.2607
0.27772,3.6639
0.2804,4.0665
0.27986,4.0431
0.27914,4.1585
0.27963,4.1738
0.27876,4.0585
0.27977,3.8959
0.27943,4.1992
0.27835,4.326
0.28007,4.2148
0.27719,4.0392
0.27768,4.1882
0.27891,4.3089
0.27642,3.9626
0.27877,4.0031
0.27813,4.0865
0.28142,4.4131
0.27816,4.0965
0.27992,4.0721
0.27849,4.1332
0.27739,4.0673
0.27927,4.2032
0.2781,4.1542
0.27965,4.0476
0.27774,4.064
0.27971,4.1917
0.27848,4.0395
0.27806,4.1075
0.27966,4.2263
0.27919,4.3826
0.2799,4.0268
0.27854,4.0675
0.27888,3.7938
0.28018,4.3431
0.27697,4.1262
0.27901,4.1128
0.27847,4.107
0.28003,4.1623
0.27853,4.2923
0.27887,4.0579
0.27907,4.1729
0.27881,4.2627
0.28031,3.8818
0.27807,4.036
0.27867,4.2669
0.27737,4.0805
0.27907,4.1633
0.27772,4.072
0.27685,3.9067
0.27651,4.0381
0.27999,4.4436
0.27975,4.2171
0.27903,4.3029
0.27879,3.9605
0.27762,4.3519
0.27737,4.226
0.27853,4.0462
0.27947,4.2043
0.27731,4.0973
0.27666,4.1219
0.27796,4.243
0.27789,4.0164
0.27817,3.95
0.2788,3.9271
0.27953,4.2377
0.2774,3.7226
0.27768,4.2348
0.27757,4.3269
0.27754,4.3171
0.27744,4.2044
0.27895,4.1897
0.27737,3.9747
0.27867,4.1944
0.27925,3.9828
0.28089,4.1182
0.27939,4.1663
0.27878,3.9367
0.2781,4.1405
0.28083,4.1672
0.27731,4.1192
0.27736,4.0181
0.27883,4.249
0.27734,4.1877
0.27896,4.0657
0.27919,3.9552
0.28022,4.0608
0.27988,3.9526
0.27815,4.38
0.27699,4.3225
0.27918,4.176
0.28057,3.9908
0.279,4.0432
0.27917,4.0794
0.27952,4.1809
0.28052,4.3149
0.27673,4.2033
0.28133,3.9982
0.27888,4.1256
0.27827,4.2706
0.27898,4.1856
0.27848,4.0259
0.27883,4.3169
0.27787,4.0234
0.27865,4.1868
0.27771,4.0308
0.27924,4.1752
0.27893,3.9049
0.27777,4.3181
0.27788,4.1111
0.2761,4.0935
0.28032,4.1473
0.27822,4.0625
0.27826,4.0384
0.27908,4.111
0.28034,4.2365
0.27845,4.2748
0.27754,3.974
0.27722,3.8136
0.27768,4.2372
0.27894,4.0371
0.27907,4.0164
0.27581,3.9958
0.27816,3.9345
0.27754,4.1536
0.27831,4.0736
0.27888,4.1342
0.27819,4.2223
0.27936,4.159
0.28052,4.0602
0.27956,4.058
0.27995,4.095
0.27955,4.2007
0.27993,4.2967
0.27882,3.8707
0.27941,4.2378
0.27911,4.218
0.27908,4.2212
0.27808,4.0657
0.27871,4.1409
0.27812,4.1599
0.27897,4.0733
0.27841,3.8188
0.28078,4.1208
0.27957,4.2882
0.27787,4.0264
0.27839,4.0925
0.2791,4.1417
0.27948,4.2735
0.28041,3.9965
0.27684,3.9291
0.27988,4.0955
0.27867,4.3779
0.27855,4.1282
0.27845,4.1593
0.28145,4.258
0.2798,4.3614
0.27904,4.1547
0.28038,4.0466
0.27753,3.8174
0.27942,3.9787
0.2806,3.9714
0.27903,4.1139
0.28132,4.1902
0.27754,3.9559
0.27821,4.0005
0.27935,4.2587
0.27765,4.0497
0.27913,4.0939
0.27858,4.1286
0.27813,4.2434
0.28002,4.0809
0.2769,4.0582
0.27936,3.7568
0.27817,4.1335
0.28002,3.9954
0.27772,4.2086
0.27797,4.164
0.28014,3.8813
0.2794,4.2875
0.27827,4.287
0.27857,4.0327
0.27764,4.1776
0.27826,4.1879
0.27687,3.9838
0.27938,4.1507
0.27944,3.851
0.27911,3.9744
0.27669,4.2577
0.27882,4.1122
0.27758,4.1005
0.2774,4.0929
0.27743,3.9019
0.27784,4.2044
0.2785,4.3133
0.27987,4.1952
0.27711,4.1483
0.2787,4.0911
0.27756,4.2398
0.27985,4.1839
0.27675,4.1227
0.27692,4.1293
0.27698,4.1085
0.27875,4.1078
0.27804,4.0304
0.27794,4.0465
0.27817,4.3208
0.27627,4.1057
0.28049,3.8835
0.27927,4.1761
0.27927,4.1622
0.2774,3.9444
0.27913,4.377
0.28129,4.1763
0.27954,4.1564
0.27851,4.0234
0.27921,3.9483
0.28082,4.3736
0.27897,4.314
0.27714,3.9518
0.27653,3.9943
0.27939,4.2554
0.27927,4.2252
0.27744,4.2387
0.27826,4.0898
0.27672,4.165
0.28098,4.0322
0.27768,4.4241
0.27845,4.1564
0.27987,4.1605
0.27859,4.3892
0.27898,3.8176
0.27915,4.1294
0.27883,4.0836
0.27947,4.1899
0.27818,4.075
0.27717,3.8553
0.27711,4.0494
0.2779,4.0486
0.27695,4.2123
0.27836,4.2045
0.27897,3.9764
0.27893,4.007
0.27815,4.2286
0.27851,4.0926
0.27815,4.277
0.2774,4.0138
0.27828,4.087
0.27913,4.1696
0.27965,4.1966
0.2798,4.4467
0.28024,4.0043
0.28001,4.05
0.27965,4.0104
0.27721,4.1736
0.27688,4.0101
0.2807,4.0355
0.27834,4.0683
0.2798,4.4243
0.27739,3.942
0.27691,4.1051
0.28001,4.0157
0.27742,4.1698
0.27897,4.1693
0.27715,4.2685
0.27759,4.0277
0.27872,4.2122
0.27945,4.1427
0.27985,4.1558
0.27941,4.2619
0.28161,4.2308
0.27583,4.0682
0.27783,3.8926
0.27819,4.0986
0.27802,3.9617
0.27951,4.1963
0.2813,4.328
0.2767,4.1667
0.27901,4.1191
0.27907,4.0543
0.27803,4.0755
0.27743,4.2687
0.27877,4.1453
0.27924,4.1866
0.27945,3.9746
0.2765,4.1218
0.27903,4.1853
0.27685,4.1835
0.28063,4.0858
0.27891,4.182
0.2791,4.096
0.2791,4.1552
0.27785,4.0642
0.27957,4.184
0.27874,4.2347
0.2785,4.0482
0.27787,3.8886
0.2792,4.0266
0.27731,4.0179
0.27894,4.0683
0.27787,4.0504
0.27773,4.1053
0.27726,4.2377
0.27731,4.0835
0.27914,4.311
0.27926,4.1683
0.2781,4.1996
0.27814,4.2817
0.27682,4.1496
0.28126,4.2004
0.27974,4.0744
0.2773,4.1921
0.27818,3.9983
0.27994,4.1571
0.28024,4.1
0.27891,4.1525
0.27893,4.0147
0.27809,4.1718
0.27903,4.0311
0.27788,4.0539
0.2782,3.9463
0.27747,3.9919
0.27973,4.152
0.27729,3.9334
0.2791,4.5261
0.27932,3.9851
0.27973,3.9784
0.28025,3.9652
0.27821,4.1486
0.27808,4.1475
0.27798,4.1115
0.27793,4.1851
0.28089,4.2318
0.27851,4.0991
0.27833,4.4529
0.27722,3.7142
0.2786,3.9992
0.27858,3.8226
0.27721,3.9619
0.27707,4.1353
0.27972,4.1183
0.27901,4.1543
0.27803,3.9422
0.2805,4.1819
0.27983,4.0682
0.27841,4.0222
0.2781,4.2762
0.27995,4.2328
0.27836,4.0468
0.27891,3.8562
0.28067,4.2983
0.28069,3.9141
0.2787,4.1044
0.28014,4.1649
0.27982,4.1297
0.27625,4.0778
0.28062,3.9555
0.27836,4.0487
0.27993,4.1717
0.27939,4.124
0.27795,4.0848
0.27658,3.8832
0.27932,4.4606
0.27816,4.3342
0.28033,4.378
0.2771,3.9597
0.279,4.1669
0.27854,4.1517
0.28023,4.2443
0.27865,4.1043
0.27879,4.0723
0.27886,4.1215
0.27972,4.1656
0.27949,4.1731
0.27889,4.1835
0.2786,3.9897
0.27799,3.9894
0.27909,4.1111
0.2786,4.2531
0.27888,3.9588
0.27969,4.1941
0.27785,3.93
0.2808,4.2587
0.27956,4.1919
0.27998,4.3212
0.27855,4.2712
0.2775,4.1697
0.27832,4.1241
0.27876,4.3354
0.27946,4.3272
0.27855,4.2469
0.27946,4.2271
0.27767,4.005
0.27885,4.2403
0.27997,4.0979
0.27966,4.0293
0.27881,4.2266
0.27887,3.9995
0.28032,4.235
0.2771,4.1768
0.28001,3.8391
0.2792,3.9326
0.27817,3.8939
0.27908,4.1467
0.27938,3.9233
0.27871,4.2046
0.27814,4.0346
0.27901,3.926
0.27625,4.0255
0.27795,4.0462
0.27724,3.9157
0.27956,4.362
0.28007,4.1198
0.28022,4.2516
0.27787,3.8651
0.2797,4.1714
0.27901,4.1018
0.27874,4.1304
0.27899,4.1499
0.27831,4.0582
0.27794,4.1955
0.2804,4.3078
0.27866,4.1038
0.27843,3.986
0.27843,4.0676
0.27834,4.0614
0.28068,4.1002
0.27915,4.2071
0.27681,4.1383
0.27797,3.8732
0.2779,4.2016
0.28003,4.176
0.27954,4.2752
0.28171,4.0499
0.28021,4.2672
0.2778,4.1153
0.27819,4.0827
0.27929,3.9753
0.27792,4.1578
0.27921,3.9009
0.2796,4.4219
0.27716,3.999
0.27678,4.0196
0.27626,3.8659
0.27851,4.3406
0.2793,4.2249
0.27926,4.0221
0.27932,4.0833
0.27883,4.1318
0.28038,4.178
0.27771,4.2065
0.27754,4.1062
0.27749,4.0779
0.2798,4.3
0.27933,4.0008
0.27895,3.9714
0.27907,4.1355
0.28028,4.3071
0.27895,4.1323
0.2783,3.9495
0.2775,4.0601
0.27929,4.2639
0.27951,4.4948
0.27988,4.1198
0.27996,4.0488
0.27892,4.0146
0.27847,4.069
0.28094,4.2813
0.27675,3.882
0.27688,3.8037
0.27813,4.3104
0.27825,3.8746
0.27747,3.9039
0.27749,3.958
0.27802,4.0653
0.27806,4.0069
0.27937,4.0578
0.27835,4.2071
0.27629,4.2081
0.27864,4.1596
0.27707,3.9706
0.27818,3.9703
