RMSE,MAPE
0.2805,4.0175
0.2788,4.2702
0.27695,4.1821
0.28041,4.0928
0.27843,4.2771
0.27664,4.1523
0.27881,4.0706
0.27722,4.2074
0.27896,4.2536
0.27921,4.1938
0.27855,4.3328
0.2797,4.0778
0.28062,4.1497
0.27882,4.1119
0.2768,4.1389
0.2785,4.2007
0.2794,4.1128
0.27956,4.0795
0.27717,4.4344
0.27712,4.0201
0.27928,4.431
0.27767,4.1264
0.27925,4.236
0.27514,4.0199
0.28014,4.294
0.2803,4.1902
0.27771,4.1534
0.27929,3.9951
0.27846,4.025
0.2795,3.9823
0.27851,4.1338
0.27756,4.2836
0.27815,4.1775
0.27718,4.1016
0.27841,3.9195
0.27886,4.3623
0.27772,4.0664
0.27949,4.0643
0.27889,4.081
0.27902,4.455
0.27821,4.1396
0.28119,4.2953
0.27698,4.4499
0.27896,3.9527
0.27749,3.9861
0.27889,4.2104
0.2761,4.1518
0.27787,4.196
0.2796,4.0754
0.27956,4.0636
0.27798,4.0541
0.27948,4.2074
0.28031,3.9687
0.27876,3.8837
0.27715,3.9427
0.27823,4.2548
0.27628,4.503
0.27954,4.0966
0.2775,4.1555
0.27789,4.1982
0.28085,3.9873
0.27821,4.1868
0.27799,4.3417
0.28042,4.2563
0.27601,4.0209
0.28133,4.1681
0.27756,4.0477
0.27895,4.2713
0.27938,4.381
0.27986,4.4344
0.27963,4.2645
0.27966,4.2054
0.27896,4.0305
0.27914,4.2134
0.27921,4.2448
0.28005,4.3873
0.27928,3.9102
0.27978,4.063
0.28094,4.2789
0.27902,4.2455
0.279,4.1403
0.28093,4.3233
0.28086,4.1982
0.27814,3.9863
0.27912,4.2484
0.28032,4.366
0.27914,4.5569
0.27802,4.1687
0.28039,3.8921
0.27828,4.1853
0.28267,4.031
0.27949,3.9876
0.27912,4.0193
0.27686,4.2307
0.27855,3.9163
0.27656,4.3883
0.27917,4.0293
0.2782,4.1946
0.27854,4.0303
0.27781,4.3552
0.27814,3.8597
0.27874,4.0629
0.27924,4.1726
0.27752,4.0821
0.27676,4.0813
0.27958,4.1711
0.27757,3.9728
0.27667,4.1527
0.27785,4.0762
0.27812,4.1832
0.27903,4.0116
0.27713,4.0066
0.28102,4.2919
0.27956,3.9942
0.27699,3.8993
0.27731,3.976
0.27841,4.0267
0.27762,4.272
0.28123,4.1146
0.27893,4.0102
0.27894,4.1484
0.27835,4.1198
0.28143,4.2456
0.27913,3.8562
0.27711,4.0225
0.27818,4.3985
0.2772,4.0074
0.2784,4.1232
0.28189,4.2303
0.27992,3.9912
0.27749,4.2788
0.279,3.9142
0.2792,4.0368
0.27677,4.049
0.27801,4.2619
0.28039,4.1676
0.27884,4.1029
0.27851,4.2723
0.27848,4.1447
0.27773,4.2732
0.27734,4.2217
0.27772,4.0699
0.2775,4.0504
0.28045,4.2071
0.27844,4.251
0.27868,4.2259
0.27816,4.0078
0.27849,3.9988
0.28056,4.2702
0.28119,4.015
0.27951,4.2294
0.27778,4.1402
0.27985,4.406
0.27847,4.1902
0.28032,4.3642
0.27893,3.8101
0.28221,4.3946
0.27901,4.074
0.28017,4.1914
0.27889,4.2755
0.27776,4.1268
0.27959,4.2635
0.27828,4.2013
0.2787,4.1619
0.27851,4.0174
0.28088,4.11
0.27917,4.2489
0.27807,4.2761
0.27879,4.3542
0.28117,4.3757
0.28113,3.9736
0.2771,3.7697
0.27988,4.5193
0.27964,4.303
0.27992,4.3188
0.27749,4.1457
0.27782,4.1211
0.27752,4.128
0.27749,4.0917
0.27587,4.0696
0.27939,4.055
0.27787,4.2131
0.2769,4.0535
0.2803,4.1037
0.27902,4.2821
0.27913,4.0838
0.27868,4.1361
0.27955,4.0992
0.27983,4.1759
0.28312,4.3227
0.27892,4.12
0.27661,3.9842
0.28231,4.1381
0.27844,4.1785
0.28043,4.1812
0.28118,4.1723
0.2762,4.167
0.27687,4.0713
0.28016,4.1782
0.27846,4.2071
0.27939,4.061
0.27454,3.9061
0.27823,4.0075
0.27963,4.2767
0.27609,4.1911
0.27768,4.2672
0.27731,4.2215
0.2774,4.0887
0.27912,4.3905
0.27827,4.2841
0.27695,4.1329
0.27899,4.1378
0.27974,4.1901
0.27721,4.0214
0.27887,4.2445
0.27995,4.3723
0.27817,4.297
0.2782,4.2173
0.27799,4.2744
0.2804,4.1863
0.27782,4.3303
0.27871,4.2268
0.27925,4.0266
0.27896,4.0482
0.27855,4.0488
0.27867,4.1508
0.27828,4.209
0.27906,4.2092
0.27929,3.9654
0.27934,3.947
0.27842,4.1744
0.27851,4.0937
0.27739,3.9117
0.27781,4.0341
0.28096,4.1024
0.27913,4.3039
0.27732,4.2785
0.27998,4.1983
0.27892,4.0621
0.27772,3.9461
0.2765,4.0582
0.27861,4.2102
0.27933,4.0837
0.27916,3.9043
0.28129,4.1254
0.27842,4.42
0.27907,4.0526
0.27919,4.2546
0.27912,4.0523
0.27906,4.1475
0.27913,4.1853
0.2792,4.3966
0.27773,4.0472
0.27935,4.1978
0.27783,4.1588
0.27784,3.8418
0.27865,4.3457
0.27664,4.0512
0.2807,4.0653
0.27802,4.2955
0.27949,4.2077
0.27821,4.2828
0.27817,4.1171
0.27656,3.8465
0.27992,4.1224
0.28076,4.2241
0.2809,4.1872
0.27869,3.988
0.28155,4.3225
0.27854,4.0498
0.27801,4.2264
0.27998,4.1104
0.27781,4.0919
0.27934,4.1393
0.27769,4.2358
0.27725,4.1947
0.27824,4.2539
0.27708,4.1368
0.27848,4.1624
0.27868,4.0503
0.27779,4.0496
0.27731,4.2853
0.2801,4.1618
0.27914,4.1306
0.2776,4.1563
0.27724,4.1202
0.2802,4.1146
0.2781,4.3019
0.27648,4.0327
0.27792,3.9924
0.27516,4.0791
0.27728,4.1211
0.2789,4.2914
0.27908,3.9154
0.28163,4.2493
0.27871,4.0079
0.27814,4.2721
0.28184,4.1929
0.27686,4.0805
0.28226,4.2728
0.27916,4.311
0.27864,4.1722
0.28046,4.2889
0.27973,4.1271
0.27855,4.2114
0.28027,4.4603
0.2768,4.3306
0.27864,4.2039
0.27956,4.2092
0.2799,4.084
0.27704,4.2242
0.27842,4.0307
0.28039,4.1939
0.27811,4.0534
0.27722,4.0658
0.28106,4.4079
0.27646,4.1369
0.27739,4.258
0.27768,4.2573
0.27884,4.0246
0.27884,4.3197
0.27733,4.0717
0.27634,4.3195
0.27759,4.1701
0.2774,4.2151
0.27894,4.0132
0.27885,4.0154
0.27996,4.1159
0.2786,4.2893
0.27491,4.0831
0.27678,4.2522
0.27765,4.2702
0.27842,4.3325
0.27779,4.0959
0.2823,4.4201
0.27968,4.2467
0.282,4.2409
0.27646,4.1018
0.27839,4.1355
0.27745,4.027
0.2798,4.1527
0.2786,4.0803
0.27722,4.1492
0.27882,4.1039
0.27838,4.0766
0.27995,4.234
0.27682,3.944
0.27778,3.7629
0.27692,3.8966
0.27698,4.0576
0.28027,4.221
0.27905,4.007
0.27938,4.246
0.28029,4.1643
0.2776,4.1744
0.28077,4.0862
0.27866,4.2729
0.28053,4.1633
0.27753,4.0927
0.27932,4.0067
0.277,4.2706
0.27863,4.1611
0.27989,4.2619
0.27906,4.0799
0.28074,4.213
0.28184,4.0414
0.27828,4.0769
0.27737,4.2439
0.28003,3.9879
0.27701,4.153
0.27949,4.2213
0.28129,4.0213
0.2801,4.1623
0.28,4.3835
0.27717,4.2573
0.27762,4.1532
0.27935,4.2787
0.27893,4.0851
0.27915,4.1651
0.27903,4.1044
0.27589,4.0381
0.27972,4.4338
0.27552,4.0812
0.27852,3.985
0.27598,4.2795
0.28178,4.4471
0.27992,4.2239
0.28025,4.1146
0.27893,4.3583
0.27838,4.0682
0.27918,4.1176
0.28008,4.4334
0.27812,4.1335
0.27961,4.3754
0.27846,4.4735
0.27811,4.1622
0.27877,4.0901
0.27947,4.289
0.27901,4.2253
0.27718,4.4039
0.28107,4.1284
0.2794,4.339
0.27841,4.2571
0.27943,4.1566
0.27979,4.1235
0.277,4.1446
0.27991,3.9849
0.27911,4.1931
0.27885,4.1218
0.27688,4.1589
0.27898,4.0172
0.27724,4.0451
0.27993,4.179
0.27857,4.3634
0.27923,4.1143
0.27774,4.2898
0.28026,4.0497
0.27841,4.1858
0.27697,4.3373
0.27941,4.1901
0.27727,4.2314
0.27737,4.0337
0.2794,4.2238
0.27751,4.1923
0.27929,3.9943
0.27802,4.1005
0.27968,4.272
0.27997,4.5125
0.28099,3.8466
0.2783,4.3096
0.27975,4.0051
0.27983,4.0556
0.27793,4.2164
0.27819,4.0958
0.27947,4.3263
0.28053,3.88
0.27685,4.0276
0.27985,3.8424
0.27809,3.9841
0.27742,4.2429
0.27767,4.1888
0.27908,3.9808
0.27833,4.0742
0.27811,4.2665
0.27728,3.8388
0.27868,4.2189
0.27834,4.173
0.2785,4.158
0.27792,4.1797
0.27886,4.1481
0.2797,4.1335
0.27914,4.2525
0.27815,4.1132
0.27685,3.8656
0.2778,4.1565
0.28018,4.1917
0.27828,4.2262
0.27951,4.3296
0.27475,3.9193
0.28081,4.3952
0.27736,4.1738
0.27764,3.9869
0.27905,3.9972
0.27996,4.3735
0.27892,4.3207
0.27809,4.0932
0.28069,4.0836
0.27749,4.1785
0.27752,4.163
0.2799,4.2892
0.28068,4.1913
0.27909,4.3326
0.27738,4.0471
0.27756,4.2321
0.27909,4.035
0.27912,4.1478
0.27807,4.1216
0.27957,4.0094
0.28125,4.2011
0.28099,4.1844
0.2813,4.2312
0.27841,4.4133
0.27981,3.8976
0.27738,4.2905
0.27962,4.0399
0.2794,4.3092
0.27586,4.1375
0.28065,4.036
0.27991,4.064
0.27737,4.1403
0.27815,4.2193
0.28086,4.1828
0.27948,4.1143
0.28064,4.3348
0.27722,4.0574
0.27927,4.3645
0.27996,4.297
0.27966,4.0901
0.27694,4.2366
0.27695,4.3986
0.27812,4.0873
0.27711,4.1513
0.27927,4.0133
0.27754,4.0816
0.28141,3.9969
0.27808,4.2291
0.27825,4.1302
0.27853,4.0155
0.27731,4.1689
0.27964,3.7843
0.27679,4.0205
0.27913,4.2974
0.27882,4.2838
0.28055,4.1656
0.2771,3.9431
0.28171,4.2613
0.28091,4.3412
0.27734,4.3256
0.27815,4.1662
0.28077,4.1714
0.27986,4.2756
0.27932,4.1096
0.27888,3.9112
0.27925,4.1482
0.2779,3.9117
0.2782,4.1386
0.27846,4.3535
0.2797,4.3487
0.27732,4.1923
0.27633,4.2312
0.27808,4.2713
0.27829,4.023
0.27691,3.9796
0.279,4.2108
0.2785,3.9648
0.27786,4.2911
0.27822,4.2771
0.27915,4.2498
0.27793,3.9612
0.27777,3.9679
0.27952,4.1878
0.2802,3.8931
0.27944,4.0387
0.27683,3.9237
0.27691,3.9819
0.2782,4.1765
0.2779,4.441
0.27993,4.3773
0.28055,4.254
0.27787,4.1546
0.28103,4.37
0.27917,4.3404
0.27778,4.0545
0.27728,3.9234
0.27781,4.2144
0.27836,3.9938
0.28148,4.567
0.27865,4.174
0.28163,4.1966
0.28073,4.0685
0.27894,4.2625
0.27929,4.1988
0.27987,3.993
0.2794,4.4012
0.27763,3.9856
0.27848,4.178
0.27866,4.2534
0.28014,4.0478
0.27853,3.9466
0.27961,4.0901
0.27853,4.0898
0.27606,3.9573
0.27759,4.3617
0.27968,4.0491
0.28001,4.3297
0.27711,4.0876
0.28004,4.1665
0.27706,4.1474
0.28067,4.3114
0.27703,4.0593
0.27678,4.1304
0.27648,4.0371
0.27907,4.1644
0.27822,4.2586
0.2783,4.2164
0.28021,4.1964
0.2771,4.1057
0.28014,4.2965
0.27781,4.199
0.27853,4.1441
0.27898,4.0046
0.27978,4.2178
0.28016,3.9502
0.27945,4.0527
0.27874,4.0848
0.27724,4.1348
0.27737,4.1552
0.28001,4.0709
0.27847,3.8473
0.27964,4.1197
0.27886,4.1661
0.2789,4.1841
0.27961,4.2279
0.27783,4.272
0.28004,4.2727
0.27877,4.0947
0.27893,4.178
0.27956,4.0569
0.27763,4.1801
0.27733,4.1909
0.27931,4.274
0.27666,4.0961
0.2792,4.1133
0.28053,3.9391
0.28059,4.0312
0.27951,4.1756
0.27761,4.255
0.27964,4.0941
0.28001,4.2154
0.27987,4.172
0.27833,4.14
0.27754,3.9489
0.27794,4.2029
0.27787,4.2226
0.2812,4.5071
0.27801,4.057
0.27913,3.8943
0.2776,4.0676
0.27962,4.0645
0.27661,4.3836
0.2792,4.2347
0.27923,4.2065
0.27841,3.8806
0.27838,4.0809
0.28078,4.2228
0.28041,4.3436
0.281,4.2235
0.27728,3.8898
0.27873,4.3503
0.27879,4.0425
0.27947,4.3433
0.27705,4.1018
0.27754,4.0829
0.27801,3.8937
0.27762,3.879
0.27919,3.9095
0.27876,4.2703
0.27964,3.9879
0.2782,3.9679
0.28041,4.249
0.27932,4.3008
0.27656,3.9547
0.2778,4.1508
0.27859,4.2334
0.27956,4.4083
0.2795,4.321
0.27957,4.3787
0.27897,4.1286
0.27637,3.8624
0.27843,3.971
0.28009,4.3299
0.27947,4.0987
0.27837,3.9781
0.27876,4.3798
0.2785,4.0642
0.27803,3.9768
0.28101,4.2408
0.27943,4.2291
0.27839,4.1962
0.27835,3.9221
0.27915,4.2712
0.27792,3.9757
0.27961,4.2255
0.27885,4.1936
0.27743,4.1431
0.27965,4.1032
0.27749,4.2136
0.27739,4.2369
0.28003,4.2477
0.2775,4.0892
0.28039,4.3007
0.2758,4.099
0.27746,4.428
0.27806,4.1252
0.28028,3.9235
0.2786,4.3218
0.28089,4.1651
0.27894,3.9471
0.27881,4.2603
0.27965,4.1578
0.27863,4.1088
0.2798,4.2662
0.27742,4.2877
0.27941,4.1765
0.28127,4.2044
0.27837,4.0127
0.27834,4.0549
0.27796,4.1486
0.27829,4.2324
0.27809,3.9753
0.27975,4.5501
0.27793,4.0573
0.27968,4.1447
0.27755,4.1395
0.27839,4.1005
0.2792,4.1818
0.27845,3.8788
0.27907,4.2795
0.2788,4.1456
0.27688,4.2463
0.27557,3.9766
0.2764,3.9158
0.27607,4.1318
0.27804,4.1671
0.27954,4.0426
0.27944,4.113
0.27947,4.34
0.28072,4.0949
0.28044,4.1212
0.27885,3.9772
0.27764,4.0841
0.27612,3.9251
0.28045,4.4064
0.28047,4.1374
0.27851,3.9131
0.2762,3.87
0.27762,4.2987
0.27994,4.2279
0.27885,3.8025
0.28034,4.0326
0.27906,4.0978
0.27845,4.129
0.27767,4.0873
0.27824,4.1108
0.27956,4.4241
0.27945,4.0514
0.27899,4.4692
0.27736,3.9463
