Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality,DayTyep_Idx
IDCJAC0010,66062,2013,5,14,21.3,1,Y,2
IDCJAC0010,66062,2013,5,15,20.6,1,Y,3
IDCJAC0010,66062,2013,5,16,20.6,1,Y,4
IDCJAC0010,66062,2013,5,17,19.6,1,Y,5
IDCJAC0010,66062,2013,5,18,20.6,1,Y,6
IDCJAC0010,66062,2013,5,19,20.2,1,Y,0
IDCJAC0010,66062,2013,5,20,20.7,1,Y,1
IDCJAC0010,66062,2013,5,21,22.5,1,Y,2
IDCJAC0010,66062,2013,5,22,16,1,Y,3
IDCJAC0010,66062,2013,5,23,17.4,1,Y,4
IDCJAC0010,66062,2013,5,24,20.6,1,Y,5
IDCJAC0010,66062,2013,5,25,21.3,1,Y,6
IDCJAC0010,66062,2013,5,26,21.3,1,Y,0
IDCJAC0010,66062,2013,5,27,20.2,1,Y,1
IDCJAC0010,66062,2013,5,28,19.3,1,Y,2
IDCJAC0010,66062,2013,5,29,21.1,1,Y,3
IDCJAC0010,66062,2013,5,30,21.4,1,Y,4
IDCJAC0010,66062,2013,5,31,24.9,1,Y,5
IDCJAC0010,66062,2013,6,1,21.2,1,Y,6
IDCJAC0010,66062,2013,6,2,15.8,1,Y,0
IDCJAC0010,66062,2013,6,3,19.5,1,Y,1
IDCJAC0010,66062,2013,6,4,21.1,1,Y,2
IDCJAC0010,66062,2013,6,5,19.3,1,Y,3
IDCJAC0010,66062,2013,6,6,20.1,1,Y,4
IDCJAC0010,66062,2013,6,7,22.2,1,Y,5
IDCJAC0010,66062,2013,6,8,19.2,1,Y,6
IDCJAC0010,66062,2013,6,9,18.9,1,Y,0
IDCJAC0010,66062,2013,6,10,21.5,1,Y,1
IDCJAC0010,66062,2013,6,11,19.6,1,Y,2
IDCJAC0010,66062,2013,6,12,16,1,Y,3
IDCJAC0010,66062,2013,6,13,20.9,1,Y,4
IDCJAC0010,66062,2013,6,14,20.1,1,Y,5
IDCJAC0010,66062,2013,6,15,17.6,1,Y,6
IDCJAC0010,66062,2013,6,16,19.1,1,Y,0
IDCJAC0010,66062,2013,6,17,17.7,1,Y,1
IDCJAC0010,66062,2013,6,18,19.2,1,Y,2
IDCJAC0010,66062,2013,6,19,16.1,1,Y,3
IDCJAC0010,66062,2013,6,20,16.6,1,Y,4
IDCJAC0010,66062,2013,6,21,17.3,1,Y,5
IDCJAC0010,66062,2013,6,22,13.5,1,Y,6
IDCJAC0010,66062,2013,6,23,13.9,1,Y,0
IDCJAC0010,66062,2013,6,24,13.8,1,Y,1
IDCJAC0010,66062,2013,6,25,16.7,1,Y,2
IDCJAC0010,66062,2013,6,26,19.8,1,Y,3
IDCJAC0010,66062,2013,6,27,18.8,1,Y,4
IDCJAC0010,66062,2013,6,28,16.1,1,Y,5
IDCJAC0010,66062,2013,6,29,14.2,1,Y,6
IDCJAC0010,66062,2013,6,30,17.1,1,Y,0
IDCJAC0010,66062,2013,7,1,20.1,1,Y,1
IDCJAC0010,66062,2013,7,2,19.9,1,Y,2
IDCJAC0010,66062,2013,7,3,19.8,1,Y,3
IDCJAC0010,66062,2013,7,4,23.4,1,Y,4
IDCJAC0010,66062,2013,7,5,19.5,1,Y,5
IDCJAC0010,66062,2013,7,6,17.4,1,Y,6
IDCJAC0010,66062,2013,7,7,19.1,1,Y,0
IDCJAC0010,66062,2013,7,8,19.2,1,Y,1
IDCJAC0010,66062,2013,7,9,13.6,1,Y,2
IDCJAC0010,66062,2013,7,10,15.9,1,Y,3
IDCJAC0010,66062,2013,7,11,18.4,1,Y,4
IDCJAC0010,66062,2013,7,12,20.2,1,Y,5
IDCJAC0010,66062,2013,7,13,17.4,1,Y,6
IDCJAC0010,66062,2013,7,14,18.4,1,Y,0
IDCJAC0010,66062,2013,7,15,22,1,Y,1
IDCJAC0010,66062,2013,7,16,21.6,1,Y,2
IDCJAC0010,66062,2013,7,17,24.3,1,Y,3
IDCJAC0010,66062,2013,7,18,22.6,1,Y,4
IDCJAC0010,66062,2013,7,19,20.4,1,Y,5
IDCJAC0010,66062,2013,7,20,20.4,1,Y,6
IDCJAC0010,66062,2013,7,21,16.3,1,Y,0
IDCJAC0010,66062,2013,7,22,17.2,1,Y,1
IDCJAC0010,66062,2013,7,23,17.7,1,Y,2
IDCJAC0010,66062,2013,7,24,17,1,Y,3
IDCJAC0010,66062,2013,7,25,19.6,1,Y,4
IDCJAC0010,66062,2013,7,26,20.3,1,Y,5
IDCJAC0010,66062,2013,7,27,18.7,1,Y,6
IDCJAC0010,66062,2013,7,28,18.8,1,Y,0
IDCJAC0010,66062,2013,7,29,24,1,Y,1
IDCJAC0010,66062,2013,7,30,21.5,1,Y,2
IDCJAC0010,66062,2013,7,31,18.4,1,Y,3
IDCJAC0010,66062,2013,8,1,19.6,1,Y,4
IDCJAC0010,66062,2013,8,2,20.3,1,Y,5
IDCJAC0010,66062,2013,8,3,19.6,1,Y,6
IDCJAC0010,66062,2013,8,4,19.9,1,Y,0
IDCJAC0010,66062,2013,8,5,21,1,Y,1
IDCJAC0010,66062,2013,8,6,23.9,1,Y,2
IDCJAC0010,66062,2013,8,7,17.9,1,Y,3
IDCJAC0010,66062,2013,8,8,13.1,1,Y,4
IDCJAC0010,66062,2013,8,9,17.4,1,Y,5
IDCJAC0010,66062,2013,8,10,23.5,1,Y,6
IDCJAC0010,66062,2013,8,11,21.8,1,Y,0
IDCJAC0010,66062,2013,8,12,24.4,1,Y,1
IDCJAC0010,66062,2013,8,13,22.8,1,Y,2
IDCJAC0010,66062,2013,8,14,24.1,1,Y,3
IDCJAC0010,66062,2013,8,15,18.7,1,Y,4
IDCJAC0010,66062,2013,8,16,20.6,1,Y,5
IDCJAC0010,66062,2013,8,17,24.4,1,Y,6
IDCJAC0010,66062,2013,8,18,23.3,1,Y,0
IDCJAC0010,66062,2013,8,19,20.9,1,Y,1
IDCJAC0010,66062,2013,8,20,16.6,1,Y,2
IDCJAC0010,66062,2013,8,21,18.1,1,Y,3
IDCJAC0010,66062,2013,8,22,18.1,1,Y,4
IDCJAC0010,66062,2013,8,23,18.6,1,Y,5
IDCJAC0010,66062,2013,8,24,22.7,1,Y,6
IDCJAC0010,66062,2013,8,25,23.6,1,Y,0
IDCJAC0010,66062,2013,8,26,22,1,Y,1
IDCJAC0010,66062,2013,8,27,21.9,1,Y,2
IDCJAC0010,66062,2013,8,28,23.3,1,Y,3
IDCJAC0010,66062,2013,8,29,21.8,1,Y,4
IDCJAC0010,66062,2013,8,30,24.7,1,Y,5
IDCJAC0010,66062,2013,8,31,24.5,1,Y,6
IDCJAC0010,66062,2013,9,1,22.2,1,Y,0
IDCJAC0010,66062,2013,9,2,22,1,Y,1
IDCJAC0010,66062,2013,9,3,21.9,1,Y,2
IDCJAC0010,66062,2013,9,4,21.1,1,Y,3
IDCJAC0010,66062,2013,9,5,28.8,1,Y,4
IDCJAC0010,66062,2013,9,6,23.3,1,Y,5
IDCJAC0010,66062,2013,9,7,31.1,1,Y,6
IDCJAC0010,66062,2013,9,8,21.2,1,Y,0
IDCJAC0010,66062,2013,9,9,26.1,1,Y,1
IDCJAC0010,66062,2013,9,10,31.6,1,Y,2
IDCJAC0010,66062,2013,9,11,25,1,Y,3
IDCJAC0010,66062,2013,9,12,23.6,1,Y,4
IDCJAC0010,66062,2013,9,13,18.5,1,Y,5
IDCJAC0010,66062,2013,9,14,22.9,1,Y,6
IDCJAC0010,66062,2013,9,15,18.8,1,Y,0
IDCJAC0010,66062,2013,9,16,17.7,1,Y,1
IDCJAC0010,66062,2013,9,17,23.9,1,Y,2
IDCJAC0010,66062,2013,9,18,25.3,1,Y,3
IDCJAC0010,66062,2013,9,19,23.4,1,Y,4
IDCJAC0010,66062,2013,9,20,21.6,1,Y,5
IDCJAC0010,66062,2013,9,21,22,1,Y,6
IDCJAC0010,66062,2013,9,22,25.2,1,Y,0
IDCJAC0010,66062,2013,9,23,24.4,1,Y,1
IDCJAC0010,66062,2013,9,24,28.4,1,Y,2
IDCJAC0010,66062,2013,9,25,28.8,1,Y,3
IDCJAC0010,66062,2013,9,26,31.8,1,Y,4
IDCJAC0010,66062,2013,9,27,22.6,1,Y,5
IDCJAC0010,66062,2013,9,28,29.3,1,Y,6
IDCJAC0010,66062,2013,9,29,22.8,1,Y,0
IDCJAC0010,66062,2013,9,30,27.4,1,Y,1
IDCJAC0010,66062,2013,10,1,32.2,1,Y,2
IDCJAC0010,66062,2013,10,2,26.6,1,Y,3
IDCJAC0010,66062,2013,10,3,18.9,1,Y,4
IDCJAC0010,66062,2013,10,4,20.4,1,Y,5
IDCJAC0010,66062,2013,10,5,25,1,Y,6
IDCJAC0010,66062,2013,10,6,29.8,1,Y,0
IDCJAC0010,66062,2013,10,7,21.9,1,Y,1
IDCJAC0010,66062,2013,10,8,21.9,1,Y,2
IDCJAC0010,66062,2013,10,9,27.3,1,Y,3
IDCJAC0010,66062,2013,10,10,37.3,1,Y,4
IDCJAC0010,66062,2013,10,11,22.1,1,Y,5
IDCJAC0010,66062,2013,10,12,24.7,1,Y,6
IDCJAC0010,66062,2013,10,13,35,1,Y,0
IDCJAC0010,66062,2013,10,14,20.7,1,Y,1
IDCJAC0010,66062,2013,10,15,24.3,1,Y,2
IDCJAC0010,66062,2013,10,16,28.3,1,Y,3
IDCJAC0010,66062,2013,10,17,33.6,1,Y,4
IDCJAC0010,66062,2013,10,18,22.1,1,Y,5
IDCJAC0010,66062,2013,10,19,22.4,1,Y,6
IDCJAC0010,66062,2013,10,20,24.4,1,Y,0
IDCJAC0010,66062,2013,10,21,28.9,1,Y,1
IDCJAC0010,66062,2013,10,22,27,1,Y,2
IDCJAC0010,66062,2013,10,23,33.6,1,Y,3
IDCJAC0010,66062,2013,10,24,25.9,1,Y,4
IDCJAC0010,66062,2013,10,25,23.4,1,Y,5
IDCJAC0010,66062,2013,10,26,23.9,1,Y,6
IDCJAC0010,66062,2013,10,27,22.3,1,Y,0
IDCJAC0010,66062,2013,10,28,22.3,1,Y,1
IDCJAC0010,66062,2013,10,29,26.3,1,Y,2
IDCJAC0010,66062,2013,10,30,22.2,1,Y,3
IDCJAC0010,66062,2013,10,31,22.2,1,Y,4
IDCJAC0010,66062,2013,11,1,21.7,1,Y,5
IDCJAC0010,66062,2013,11,2,26.1,1,Y,6
IDCJAC0010,66062,2013,11,3,34.2,1,Y,0
IDCJAC0010,66062,2013,11,4,20.5,1,Y,1
IDCJAC0010,66062,2013,11,5,21.4,1,Y,2
IDCJAC0010,66062,2013,11,6,21.4,1,Y,3
IDCJAC0010,66062,2013,11,7,26.2,1,Y,4
IDCJAC0010,66062,2013,11,8,28.1,1,Y,5
IDCJAC0010,66062,2013,11,9,33.3,1,Y,6
IDCJAC0010,66062,2013,11,10,18.9,1,Y,0
IDCJAC0010,66062,2013,11,11,18.4,1,Y,1
IDCJAC0010,66062,2013,11,12,22.8,1,Y,2
IDCJAC0010,66062,2013,11,13,27.6,1,Y,3
IDCJAC0010,66062,2013,11,14,27,1,Y,4
IDCJAC0010,66062,2013,11,15,23.3,1,Y,5
IDCJAC0010,66062,2013,11,16,21.7,1,Y,6
IDCJAC0010,66062,2013,11,17,18,1,Y,0
IDCJAC0010,66062,2013,11,18,20,1,Y,1
IDCJAC0010,66062,2013,11,19,25.4,1,Y,2
IDCJAC0010,66062,2013,11,20,24.9,1,Y,3
IDCJAC0010,66062,2013,11,21,24.6,1,Y,4
IDCJAC0010,66062,2013,11,22,24.3,1,Y,5
IDCJAC0010,66062,2013,11,23,25,1,Y,6
IDCJAC0010,66062,2013,11,24,23.8,1,Y,0
IDCJAC0010,66062,2013,11,25,23.3,1,Y,1
IDCJAC0010,66062,2013,11,26,22.9,1,Y,2
IDCJAC0010,66062,2013,11,27,23.9,1,Y,3
IDCJAC0010,66062,2013,11,28,26.5,1,Y,4
IDCJAC0010,66062,2013,11,29,20.9,1,Y,5
IDCJAC0010,66062,2013,11,30,22.9,1,Y,6
IDCJAC0010,66062,2013,12,1,22.7,1,Y,0
IDCJAC0010,66062,2013,12,2,24.1,1,Y,1
IDCJAC0010,66062,2013,12,3,24.6,1,Y,2
IDCJAC0010,66062,2013,12,4,27.8,1,Y,3
IDCJAC0010,66062,2013,12,5,26.3,1,Y,4
IDCJAC0010,66062,2013,12,6,22.9,1,Y,5
IDCJAC0010,66062,2013,12,7,25,1,Y,6
IDCJAC0010,66062,2013,12,8,25.6,1,Y,0
IDCJAC0010,66062,2013,12,9,29.8,1,Y,1
IDCJAC0010,66062,2013,12,10,33,1,Y,2
IDCJAC0010,66062,2013,12,11,28,1,Y,3
IDCJAC0010,66062,2013,12,12,24.8,1,Y,4
IDCJAC0010,66062,2013,12,13,26.3,1,Y,5
IDCJAC0010,66062,2013,12,14,26.7,1,Y,6
IDCJAC0010,66062,2013,12,15,24.6,1,Y,0
IDCJAC0010,66062,2013,12,16,24.8,1,Y,1
IDCJAC0010,66062,2013,12,17,26,1,Y,2
IDCJAC0010,66062,2013,12,18,26,1,Y,3
IDCJAC0010,66062,2013,12,19,26.4,1,Y,4
IDCJAC0010,66062,2013,12,20,33.5,1,Y,5
IDCJAC0010,66062,2013,12,21,27.8,1,Y,6
IDCJAC0010,66062,2013,12,22,28.7,1,Y,0
IDCJAC0010,66062,2013,12,23,36,1,Y,1
IDCJAC0010,66062,2013,12,24,22.9,1,Y,2
IDCJAC0010,66062,2013,12,25,21.5,1,Y,3
IDCJAC0010,66062,2013,12,26,26.6,1,Y,4
IDCJAC0010,66062,2013,12,27,24.8,1,Y,5
IDCJAC0010,66062,2013,12,28,25.5,1,Y,6
IDCJAC0010,66062,2013,12,29,24.6,1,Y,0
IDCJAC0010,66062,2013,12,30,24.2,1,Y,1
IDCJAC0010,66062,2013,12,31,26.2,1,Y,2
IDCJAC0010,66062,2014,1,1,27.1,1,Y,3
IDCJAC0010,66062,2014,1,2,36.5,1,Y,4
IDCJAC0010,66062,2014,1,3,26.2,1,Y,5
IDCJAC0010,66062,2014,1,4,27.5,1,Y,6
IDCJAC0010,66062,2014,1,5,26,1,Y,0
IDCJAC0010,66062,2014,1,6,32,1,Y,1
IDCJAC0010,66062,2014,1,7,21.6,1,Y,2
IDCJAC0010,66062,2014,1,8,22.3,1,Y,3
IDCJAC0010,66062,2014,1,9,23.2,1,Y,4
IDCJAC0010,66062,2014,1,10,25.7,1,Y,5
IDCJAC0010,66062,2014,1,11,29.1,1,Y,6
IDCJAC0010,66062,2014,1,12,28.8,1,Y,0
IDCJAC0010,66062,2014,1,13,26.8,1,Y,1
IDCJAC0010,66062,2014,1,14,27.5,1,Y,2
IDCJAC0010,66062,2014,1,15,28.8,1,Y,3
IDCJAC0010,66062,2014,1,16,28.1,1,Y,4
IDCJAC0010,66062,2014,1,17,27.7,1,Y,5
IDCJAC0010,66062,2014,1,18,28.7,1,Y,6
IDCJAC0010,66062,2014,1,19,29.4,1,Y,0
IDCJAC0010,66062,2014,1,20,25.9,1,Y,1
IDCJAC0010,66062,2014,1,21,25,1,Y,2
IDCJAC0010,66062,2014,1,22,22.8,1,Y,3
IDCJAC0010,66062,2014,1,23,24.7,1,Y,4
IDCJAC0010,66062,2014,1,24,26.3,1,Y,5
IDCJAC0010,66062,2014,1,25,25.3,1,Y,6
IDCJAC0010,66062,2014,1,26,22.3,1,Y,0
IDCJAC0010,66062,2014,1,27,25.5,1,Y,1
IDCJAC0010,66062,2014,1,28,26.5,1,Y,2
IDCJAC0010,66062,2014,1,29,29.1,1,Y,3
IDCJAC0010,66062,2014,1,30,27.9,1,Y,4
IDCJAC0010,66062,2014,1,31,28.3,1,Y,5
IDCJAC0010,66062,2014,2,1,28.7,1,Y,6
IDCJAC0010,66062,2014,2,2,27.4,1,Y,0
IDCJAC0010,66062,2014,2,3,27.1,1,Y,1
IDCJAC0010,66062,2014,2,4,25.2,1,Y,2
IDCJAC0010,66062,2014,2,5,24.5,1,Y,3
IDCJAC0010,66062,2014,2,6,23.3,1,Y,4
IDCJAC0010,66062,2014,2,7,25.4,1,Y,5
IDCJAC0010,66062,2014,2,8,27.3,1,Y,6
IDCJAC0010,66062,2014,2,9,27.6,1,Y,0
IDCJAC0010,66062,2014,2,10,27.2,1,Y,1
IDCJAC0010,66062,2014,2,11,27.7,1,Y,2
IDCJAC0010,66062,2014,2,12,26.3,1,Y,3
IDCJAC0010,66062,2014,2,13,27,1,Y,4
IDCJAC0010,66062,2014,2,14,23.5,1,Y,5
IDCJAC0010,66062,2014,2,15,24.9,1,Y,6
IDCJAC0010,66062,2014,2,16,25,1,Y,0
IDCJAC0010,66062,2014,2,17,26.4,1,Y,1
IDCJAC0010,66062,2014,2,18,24.7,1,Y,2
IDCJAC0010,66062,2014,2,19,29.1,1,Y,3
IDCJAC0010,66062,2014,2,20,29.1,1,Y,4
IDCJAC0010,66062,2014,2,21,27,1,Y,5
IDCJAC0010,66062,2014,2,22,24.7,1,Y,6
IDCJAC0010,66062,2014,2,23,26.5,1,Y,0
IDCJAC0010,66062,2014,2,24,26.4,1,Y,1
IDCJAC0010,66062,2014,2,25,26.7,1,Y,2
IDCJAC0010,66062,2014,2,26,32.4,1,Y,3
IDCJAC0010,66062,2014,2,27,22,1,Y,4
IDCJAC0010,66062,2014,2,28,21.6,1,Y,5
IDCJAC0010,66062,2014,3,1,22.7,1,Y,6
IDCJAC0010,66062,2014,3,2,22.8,1,Y,0
IDCJAC0010,66062,2014,3,3,26.3,1,Y,1
IDCJAC0010,66062,2014,3,4,25.4,1,Y,2
IDCJAC0010,66062,2014,3,5,27.5,1,Y,3
IDCJAC0010,66062,2014,3,6,26.8,1,Y,4
IDCJAC0010,66062,2014,3,7,26.9,1,Y,5
IDCJAC0010,66062,2014,3,8,27.2,1,Y,6
IDCJAC0010,66062,2014,3,9,27.1,1,Y,0
IDCJAC0010,66062,2014,3,10,27.5,1,Y,1
IDCJAC0010,66062,2014,3,11,27.8,1,Y,2
IDCJAC0010,66062,2014,3,12,29.2,1,Y,3
IDCJAC0010,66062,2014,3,13,27,1,Y,4
IDCJAC0010,66062,2014,3,14,26.3,1,Y,5
IDCJAC0010,66062,2014,3,15,26.6,1,Y,6
IDCJAC0010,66062,2014,3,16,29.3,1,Y,0
IDCJAC0010,66062,2014,3,17,28,1,Y,1
IDCJAC0010,66062,2014,3,18,29.7,1,Y,2
IDCJAC0010,66062,2014,3,19,27.9,1,Y,3
IDCJAC0010,66062,2014,3,20,27,1,Y,4
IDCJAC0010,66062,2014,3,21,26.8,1,Y,5
IDCJAC0010,66062,2014,3,22,26.7,1,Y,6
IDCJAC0010,66062,2014,3,23,27,1,Y,0
IDCJAC0010,66062,2014,3,24,23.2,1,Y,1
IDCJAC0010,66062,2014,3,25,25.2,1,Y,2
IDCJAC0010,66062,2014,3,26,24.9,1,Y,3
IDCJAC0010,66062,2014,3,27,22.2,1,Y,4
IDCJAC0010,66062,2014,3,28,24.7,1,Y,5
IDCJAC0010,66062,2014,3,29,25.7,1,Y,6
IDCJAC0010,66062,2014,3,30,27,1,Y,0
IDCJAC0010,66062,2014,3,31,25,1,Y,1
IDCJAC0010,66062,2014,4,1,26.4,1,Y,2
IDCJAC0010,66062,2014,4,2,26,1,Y,3
IDCJAC0010,66062,2014,4,3,26.3,1,Y,4
IDCJAC0010,66062,2014,4,4,22.3,1,Y,5
IDCJAC0010,66062,2014,4,5,26,1,Y,6
IDCJAC0010,66062,2014,4,6,21.7,1,Y,0
IDCJAC0010,66062,2014,4,7,22.4,1,Y,1
IDCJAC0010,66062,2014,4,8,23.2,1,Y,2
IDCJAC0010,66062,2014,4,9,24.1,1,Y,3
IDCJAC0010,66062,2014,4,10,24.7,1,Y,4
IDCJAC0010,66062,2014,4,11,28,1,Y,5
IDCJAC0010,66062,2014,4,12,21,1,Y,6
IDCJAC0010,66062,2014,4,13,20.6,1,Y,0
IDCJAC0010,66062,2014,4,14,21,1,Y,1
IDCJAC0010,66062,2014,4,15,21.9,1,Y,2
IDCJAC0010,66062,2014,4,16,23.3,1,Y,3
IDCJAC0010,66062,2014,4,17,23.7,1,Y,4
IDCJAC0010,66062,2014,4,18,26.5,1,Y,5
IDCJAC0010,66062,2014,4,19,22.7,1,Y,6
IDCJAC0010,66062,2014,4,20,22.9,1,Y,0
IDCJAC0010,66062,2014,4,21,25.3,1,Y,1
IDCJAC0010,66062,2014,4,22,25.8,1,Y,2
IDCJAC0010,66062,2014,4,23,26.1,1,Y,3
IDCJAC0010,66062,2014,4,24,29.9,1,Y,4
IDCJAC0010,66062,2014,4,25,20.9,1,Y,5
IDCJAC0010,66062,2014,4,26,23.1,1,Y,6
IDCJAC0010,66062,2014,4,27,17.9,1,Y,0
IDCJAC0010,66062,2014,4,28,20.6,1,Y,1
IDCJAC0010,66062,2014,4,29,25.7,1,Y,2
IDCJAC0010,66062,2014,4,30,25.3,1,Y,3
IDCJAC0010,66062,2014,5,1,23,1,Y,4
IDCJAC0010,66062,2014,5,2,22.2,1,Y,5
IDCJAC0010,66062,2014,5,3,15.7,1,Y,6
IDCJAC0010,66062,2014,5,4,20.5,1,Y,0
IDCJAC0010,66062,2014,5,5,20.9,1,Y,1
IDCJAC0010,66062,2014,5,6,23.4,1,Y,2
IDCJAC0010,66062,2014,5,7,20.7,1,Y,3
IDCJAC0010,66062,2014,5,8,21,1,Y,4
IDCJAC0010,66062,2014,5,9,21.9,1,Y,5
IDCJAC0010,66062,2014,5,10,24.8,1,Y,6
IDCJAC0010,66062,2014,5,11,22.9,1,Y,0
IDCJAC0010,66062,2014,5,12,23,1,Y,1
IDCJAC0010,66062,2014,5,13,23,1,Y,2
IDCJAC0010,66062,2014,5,14,23.2,1,Y,3
IDCJAC0010,66062,2014,5,15,22.9,1,Y,4
IDCJAC0010,66062,2014,5,16,25.3,1,Y,5
IDCJAC0010,66062,2014,5,17,24.2,1,Y,6
IDCJAC0010,66062,2014,5,18,24.8,1,Y,0
IDCJAC0010,66062,2014,5,19,26.1,1,Y,1
IDCJAC0010,66062,2014,5,20,25.5,1,Y,2
IDCJAC0010,66062,2014,5,21,23.5,1,Y,3
IDCJAC0010,66062,2014,5,22,27.1,1,Y,4
IDCJAC0010,66062,2014,5,23,25.1,1,Y,5
IDCJAC0010,66062,2014,5,24,25.2,1,Y,6
IDCJAC0010,66062,2014,5,25,26.9,1,Y,0
IDCJAC0010,66062,2014,5,26,23.6,1,Y,1
IDCJAC0010,66062,2014,5,27,24,1,Y,2
IDCJAC0010,66062,2014,5,28,24.1,1,Y,3
IDCJAC0010,66062,2014,5,29,21.3,1,Y,4
IDCJAC0010,66062,2014,5,30,21.4,1,Y,5
IDCJAC0010,66062,2014,5,31,20.7,1,Y,6
IDCJAC0010,66062,2014,6,1,20.7,1,Y,0
IDCJAC0010,66062,2014,6,2,22.3,1,Y,1
IDCJAC0010,66062,2014,6,3,20.3,1,Y,2
IDCJAC0010,66062,2014,6,4,22.3,1,Y,3
IDCJAC0010,66062,2014,6,5,19.8,1,Y,4
IDCJAC0010,66062,2014,6,6,15.5,1,Y,5
IDCJAC0010,66062,2014,6,7,19.4,1,Y,6
IDCJAC0010,66062,2014,6,8,17.7,1,Y,0
IDCJAC0010,66062,2014,6,9,18.4,1,Y,1
IDCJAC0010,66062,2014,6,10,19.2,1,Y,2
IDCJAC0010,66062,2014,6,11,19.6,1,Y,3
IDCJAC0010,66062,2014,6,12,20.4,1,Y,4
IDCJAC0010,66062,2014,6,13,20.9,1,Y,5
IDCJAC0010,66062,2014,6,14,19.9,1,Y,6
IDCJAC0010,66062,2014,6,15,17.2,1,Y,0
IDCJAC0010,66062,2014,6,16,19.5,1,Y,1
IDCJAC0010,66062,2014,6,17,19.8,1,Y,2
IDCJAC0010,66062,2014,6,18,20.4,1,Y,3
IDCJAC0010,66062,2014,6,19,21.5,1,Y,4
IDCJAC0010,66062,2014,6,20,21.3,1,Y,5
IDCJAC0010,66062,2014,6,21,21.9,1,Y,6
IDCJAC0010,66062,2014,6,22,19.7,1,Y,0
IDCJAC0010,66062,2014,6,23,16.6,1,Y,1
IDCJAC0010,66062,2014,6,24,16.7,1,Y,2
IDCJAC0010,66062,2014,6,25,18.1,1,Y,3
IDCJAC0010,66062,2014,6,26,22.2,1,Y,4
IDCJAC0010,66062,2014,6,27,21.2,1,Y,5
IDCJAC0010,66062,2014,6,28,22.8,1,Y,6
IDCJAC0010,66062,2014,6,29,16.4,1,Y,0
IDCJAC0010,66062,2014,6,30,16.1,1,Y,1
IDCJAC0010,66062,2014,7,1,19.1,1,Y,2
IDCJAC0010,66062,2014,7,2,20.2,1,Y,3
IDCJAC0010,66062,2014,7,3,18.3,1,Y,4
IDCJAC0010,66062,2014,7,4,20.4,1,Y,5
IDCJAC0010,66062,2014,7,5,18,1,Y,6
IDCJAC0010,66062,2014,7,6,18.1,1,Y,0
IDCJAC0010,66062,2014,7,7,19.5,1,Y,1
IDCJAC0010,66062,2014,7,8,18.7,1,Y,2
IDCJAC0010,66062,2014,7,9,21.3,1,Y,3
IDCJAC0010,66062,2014,7,10,17.3,1,Y,4
IDCJAC0010,66062,2014,7,11,18.5,1,Y,5
IDCJAC0010,66062,2014,7,12,18.5,1,Y,6
IDCJAC0010,66062,2014,7,13,16.3,1,Y,0
IDCJAC0010,66062,2014,7,14,17.9,1,Y,1
IDCJAC0010,66062,2014,7,15,15.6,1,Y,2
IDCJAC0010,66062,2014,7,16,18.5,1,Y,3
IDCJAC0010,66062,2014,7,17,19.9,1,Y,4
IDCJAC0010,66062,2014,7,18,15.9,1,Y,5
IDCJAC0010,66062,2014,7,19,14.9,1,Y,6
IDCJAC0010,66062,2014,7,20,15.3,1,Y,0
IDCJAC0010,66062,2014,7,21,18.3,1,Y,1
IDCJAC0010,66062,2014,7,22,19,1,Y,2
IDCJAC0010,66062,2014,7,23,18.9,1,Y,3
IDCJAC0010,66062,2014,7,24,19.8,1,Y,4
IDCJAC0010,66062,2014,7,25,18.8,1,Y,5
IDCJAC0010,66062,2014,7,26,18.7,1,Y,6
IDCJAC0010,66062,2014,7,27,21,1,Y,0
IDCJAC0010,66062,2014,7,28,18.5,1,Y,1
IDCJAC0010,66062,2014,7,29,23.3,1,Y,2
IDCJAC0010,66062,2014,7,30,24,1,Y,3
IDCJAC0010,66062,2014,7,31,25,1,Y,4
IDCJAC0010,66062,2014,8,1,18.2,1,Y,5
IDCJAC0010,66062,2014,8,2,16.1,1,Y,6
IDCJAC0010,66062,2014,8,3,17.6,1,Y,0
IDCJAC0010,66062,2014,8,4,17.2,1,Y,1
IDCJAC0010,66062,2014,8,5,20.6,1,Y,2
IDCJAC0010,66062,2014,8,6,22.4,1,Y,3
IDCJAC0010,66062,2014,8,7,20.4,1,Y,4
IDCJAC0010,66062,2014,8,8,18.1,1,Y,5
IDCJAC0010,66062,2014,8,9,19.2,1,Y,6
IDCJAC0010,66062,2014,8,10,23.2,1,Y,0
IDCJAC0010,66062,2014,8,11,14.4,1,Y,1
IDCJAC0010,66062,2014,8,12,15.4,1,Y,2
IDCJAC0010,66062,2014,8,13,17,1,Y,3
IDCJAC0010,66062,2014,8,14,19.3,1,Y,4
IDCJAC0010,66062,2014,8,15,19,1,Y,5
IDCJAC0010,66062,2014,8,16,16.8,1,Y,6
IDCJAC0010,66062,2014,8,17,17.5,1,Y,0
IDCJAC0010,66062,2014,8,18,15.7,1,Y,1
IDCJAC0010,66062,2014,8,19,17.7,1,Y,2
IDCJAC0010,66062,2014,8,20,17.1,1,Y,3
IDCJAC0010,66062,2014,8,21,18.1,1,Y,4
IDCJAC0010,66062,2014,8,22,19.6,1,Y,5
IDCJAC0010,66062,2014,8,23,19.3,1,Y,6
