Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality,DayTyep_Idx
IDCJAC0010,66062,2006,1,1,44.2,1,Y,0
IDCJAC0010,66062,2006,1,2,22.2,1,Y,1
IDCJAC0010,66062,2006,1,3,31.1,1,Y,2
IDCJAC0010,66062,2006,1,4,21.4,1,Y,3
IDCJAC0010,66062,2006,1,5,22.6,1,Y,4
IDCJAC0010,66062,2006,1,6,26.3,1,Y,5
IDCJAC0010,66062,2006,1,7,26.1,1,Y,6
IDCJAC0010,66062,2006,1,8,26.9,1,Y,0
IDCJAC0010,66062,2006,1,9,28.2,1,Y,1
IDCJAC0010,66062,2006,1,10,29.1,1,Y,2
IDCJAC0010,66062,2006,1,11,33.5,1,Y,3
IDCJAC0010,66062,2006,1,12,26.8,1,Y,4
IDCJAC0010,66062,2006,1,13,24.8,1,Y,5
IDCJAC0010,66062,2006,1,14,29,1,Y,6
IDCJAC0010,66062,2006,1,15,24.4,1,Y,0
IDCJAC0010,66062,2006,1,16,25.7,1,Y,1
IDCJAC0010,66062,2006,1,17,28.6,1,Y,2
IDCJAC0010,66062,2006,1,18,22.7,1,Y,3
IDCJAC0010,66062,2006,1,19,23.6,1,Y,4
IDCJAC0010,66062,2006,1,20,26.8,1,Y,5
IDCJAC0010,66062,2006,1,21,28.3,1,Y,6
IDCJAC0010,66062,2006,1,22,28.5,1,Y,0
IDCJAC0010,66062,2006,1,23,27.9,1,Y,1
IDCJAC0010,66062,2006,1,24,23.5,1,Y,2
IDCJAC0010,66062,2006,1,25,22.6,1,Y,3
IDCJAC0010,66062,2006,1,26,26.6,1,Y,4
IDCJAC0010,66062,2006,1,27,27.7,1,Y,5
IDCJAC0010,66062,2006,1,28,28.3,1,Y,6
IDCJAC0010,66062,2006,1,29,28.7,1,Y,0
IDCJAC0010,66062,2006,1,30,28.3,1,Y,1
IDCJAC0010,66062,2006,1,31,23.8,1,Y,2
IDCJAC0010,66062,2006,2,1,29.6,1,Y,3
IDCJAC0010,66062,2006,2,2,32,1,Y,4
IDCJAC0010,66062,2006,2,3,24.2,1,Y,5
IDCJAC0010,66062,2006,2,4,22.8,1,Y,6
IDCJAC0010,66062,2006,2,5,27.3,1,Y,0
IDCJAC0010,66062,2006,2,6,30.9,1,Y,1
IDCJAC0010,66062,2006,2,7,23.4,1,Y,2
IDCJAC0010,66062,2006,2,8,25.5,1,Y,3
IDCJAC0010,66062,2006,2,9,29.8,1,Y,4
IDCJAC0010,66062,2006,2,10,24.6,1,Y,5
IDCJAC0010,66062,2006,2,11,27,1,Y,6
IDCJAC0010,66062,2006,2,12,28.6,1,Y,0
IDCJAC0010,66062,2006,2,13,28.1,1,Y,1
IDCJAC0010,66062,2006,2,14,23.6,1,Y,2
IDCJAC0010,66062,2006,2,15,25.7,1,Y,3
IDCJAC0010,66062,2006,2,16,28.6,1,Y,4
IDCJAC0010,66062,2006,2,17,31.6,1,Y,5
IDCJAC0010,66062,2006,2,18,32.8,1,Y,6
IDCJAC0010,66062,2006,2,19,29.9,1,Y,0
IDCJAC0010,66062,2006,2,20,24.5,1,Y,1
IDCJAC0010,66062,2006,2,21,28.3,1,Y,2
IDCJAC0010,66062,2006,2,22,27.8,1,Y,3
IDCJAC0010,66062,2006,2,23,28.6,1,Y,4
IDCJAC0010,66062,2006,2,24,28.3,1,Y,5
IDCJAC0010,66062,2006,2,25,28.5,1,Y,6
IDCJAC0010,66062,2006,2,26,32.6,1,Y,0
IDCJAC0010,66062,2006,2,27,24.7,1,Y,1
IDCJAC0010,66062,2006,2,28,27.9,1,Y,2
IDCJAC0010,66062,2006,3,1,26,1,Y,3
IDCJAC0010,66062,2006,3,2,27.5,1,Y,4
IDCJAC0010,66062,2006,3,3,26.4,1,Y,5
IDCJAC0010,66062,2006,3,4,26.1,1,Y,6
IDCJAC0010,66062,2006,3,5,27.8,1,Y,0
IDCJAC0010,66062,2006,3,6,34.7,1,Y,1
IDCJAC0010,66062,2006,3,7,28.8,1,Y,2
IDCJAC0010,66062,2006,3,8,26,1,Y,3
IDCJAC0010,66062,2006,3,9,28.3,1,Y,4
IDCJAC0010,66062,2006,3,10,27.9,1,Y,5
IDCJAC0010,66062,2006,3,11,27.5,1,Y,6
IDCJAC0010,66062,2006,3,12,28,1,Y,0
IDCJAC0010,66062,2006,3,13,32.9,1,Y,1
IDCJAC0010,66062,2006,3,14,25.1,1,Y,2
IDCJAC0010,66062,2006,3,15,24.8,1,Y,3
IDCJAC0010,66062,2006,3,16,30.7,1,Y,4
IDCJAC0010,66062,2006,3,17,27.7,1,Y,5
IDCJAC0010,66062,2006,3,18,25.8,1,Y,6
IDCJAC0010,66062,2006,3,19,29.7,1,Y,0
IDCJAC0010,66062,2006,3,20,22.4,1,Y,1
IDCJAC0010,66062,2006,3,21,25.4,1,Y,2
IDCJAC0010,66062,2006,3,22,26.2,1,Y,3
IDCJAC0010,66062,2006,3,23,25.5,1,Y,4
IDCJAC0010,66062,2006,3,24,24.5,1,Y,5
IDCJAC0010,66062,2006,3,25,25.1,1,Y,6
IDCJAC0010,66062,2006,3,26,25.6,1,Y,0
IDCJAC0010,66062,2006,3,27,26.3,1,Y,1
IDCJAC0010,66062,2006,3,28,27.6,1,Y,2
IDCJAC0010,66062,2006,3,29,25.6,1,Y,3
IDCJAC0010,66062,2006,3,30,29.5,1,Y,4
IDCJAC0010,66062,2006,3,31,25.3,1,Y,5
IDCJAC0010,66062,2006,4,1,20.6,1,Y,6
IDCJAC0010,66062,2006,4,2,22.5,1,Y,0
IDCJAC0010,66062,2006,4,3,24.6,1,Y,1
IDCJAC0010,66062,2006,4,4,28.3,1,Y,2
IDCJAC0010,66062,2006,4,5,30.5,1,Y,3
IDCJAC0010,66062,2006,4,6,22.5,1,Y,4
IDCJAC0010,66062,2006,4,7,25.6,1,Y,5
IDCJAC0010,66062,2006,4,8,23.9,1,Y,6
IDCJAC0010,66062,2006,4,9,23.2,1,Y,0
IDCJAC0010,66062,2006,4,10,23.5,1,Y,1
IDCJAC0010,66062,2006,4,11,29.9,1,Y,2
IDCJAC0010,66062,2006,4,12,33.1,1,Y,3
IDCJAC0010,66062,2006,4,13,24.6,1,Y,4
IDCJAC0010,66062,2006,4,14,27.4,1,Y,5
IDCJAC0010,66062,2006,4,15,23.5,1,Y,6
IDCJAC0010,66062,2006,4,16,21.8,1,Y,0
IDCJAC0010,66062,2006,4,17,23.6,1,Y,1
IDCJAC0010,66062,2006,4,18,25.9,1,Y,2
IDCJAC0010,66062,2006,4,19,32.7,1,Y,3
IDCJAC0010,66062,2006,4,20,29,1,Y,4
IDCJAC0010,66062,2006,4,21,23.9,1,Y,5
IDCJAC0010,66062,2006,4,22,20.6,1,Y,6
IDCJAC0010,66062,2006,4,23,22,1,Y,0
IDCJAC0010,66062,2006,4,24,20.8,1,Y,1
IDCJAC0010,66062,2006,4,25,20.3,1,Y,2
IDCJAC0010,66062,2006,4,26,20.5,1,Y,3
IDCJAC0010,66062,2006,4,27,20.5,1,Y,4
IDCJAC0010,66062,2006,4,28,23,1,Y,5
IDCJAC0010,66062,2006,4,29,25.5,1,Y,6
IDCJAC0010,66062,2006,4,30,23.8,1,Y,0
IDCJAC0010,66062,2006,5,1,22.2,1,Y,1
IDCJAC0010,66062,2006,5,2,23.1,1,Y,2
IDCJAC0010,66062,2006,5,3,26.2,1,Y,3
IDCJAC0010,66062,2006,5,4,24,1,Y,4
IDCJAC0010,66062,2006,5,5,22.8,1,Y,5
IDCJAC0010,66062,2006,5,6,22.3,1,Y,6
IDCJAC0010,66062,2006,5,7,26.3,1,Y,0
IDCJAC0010,66062,2006,5,8,19.6,1,Y,1
IDCJAC0010,66062,2006,5,9,21.8,1,Y,2
IDCJAC0010,66062,2006,5,10,22.5,1,Y,3
IDCJAC0010,66062,2006,5,11,17.8,1,Y,4
IDCJAC0010,66062,2006,5,12,16.6,1,Y,5
IDCJAC0010,66062,2006,5,13,22,1,Y,6
IDCJAC0010,66062,2006,5,14,21.1,1,Y,0
IDCJAC0010,66062,2006,5,15,17.8,1,Y,1
IDCJAC0010,66062,2006,5,16,19.9,1,Y,2
IDCJAC0010,66062,2006,5,17,21.2,1,Y,3
IDCJAC0010,66062,2006,5,18,22.7,1,Y,4
IDCJAC0010,66062,2006,5,19,22.5,1,Y,5
IDCJAC0010,66062,2006,5,20,20.2,1,Y,6
IDCJAC0010,66062,2006,5,21,19.3,1,Y,0
IDCJAC0010,66062,2006,5,22,18.1,1,Y,1
IDCJAC0010,66062,2006,5,23,15.1,1,Y,2
IDCJAC0010,66062,2006,5,24,20.8,1,Y,3
IDCJAC0010,66062,2006,5,25,20.6,1,Y,4
IDCJAC0010,66062,2006,5,26,19.7,1,Y,5
IDCJAC0010,66062,2006,5,27,18.1,1,Y,6
IDCJAC0010,66062,2006,5,28,19,1,Y,0
IDCJAC0010,66062,2006,5,29,18.5,1,Y,1
IDCJAC0010,66062,2006,5,30,18.2,1,Y,2
IDCJAC0010,66062,2006,5,31,18,1,Y,3
IDCJAC0010,66062,2006,6,1,19.8,1,Y,4
IDCJAC0010,66062,2006,6,2,14.7,1,Y,5
IDCJAC0010,66062,2006,6,3,16.9,1,Y,6
IDCJAC0010,66062,2006,6,4,16.6,1,Y,0
IDCJAC0010,66062,2006,6,5,12.2,1,Y,1
IDCJAC0010,66062,2006,6,6,15.9,1,Y,2
IDCJAC0010,66062,2006,6,7,18,1,Y,3
IDCJAC0010,66062,2006,6,8,19.3,1,Y,4
IDCJAC0010,66062,2006,6,9,16.1,1,Y,5
IDCJAC0010,66062,2006,6,10,14.3,1,Y,6
IDCJAC0010,66062,2006,6,11,12.5,1,Y,0
IDCJAC0010,66062,2006,6,12,17.4,1,Y,1
IDCJAC0010,66062,2006,6,13,18.8,1,Y,2
IDCJAC0010,66062,2006,6,14,18.4,1,Y,3
IDCJAC0010,66062,2006,6,15,18.1,1,Y,4
IDCJAC0010,66062,2006,6,16,18.4,1,Y,5
IDCJAC0010,66062,2006,6,17,17.2,1,Y,6
IDCJAC0010,66062,2006,6,18,18.2,1,Y,0
IDCJAC0010,66062,2006,6,19,16.9,1,Y,1
IDCJAC0010,66062,2006,6,20,20,1,Y,2
IDCJAC0010,66062,2006,6,21,14.7,1,Y,3
IDCJAC0010,66062,2006,6,22,14.9,1,Y,4
IDCJAC0010,66062,2006,6,23,17.7,1,Y,5
IDCJAC0010,66062,2006,6,24,18.4,1,Y,6
IDCJAC0010,66062,2006,6,25,16.2,1,Y,0
IDCJAC0010,66062,2006,6,26,16.7,1,Y,1
IDCJAC0010,66062,2006,6,27,18.9,1,Y,2
IDCJAC0010,66062,2006,6,28,19.1,1,Y,3
IDCJAC0010,66062,2006,6,29,18.8,1,Y,4
IDCJAC0010,66062,2006,6,30,13.6,1,Y,5
IDCJAC0010,66062,2006,7,1,19.3,1,Y,6
IDCJAC0010,66062,2006,7,2,18.4,1,Y,0
IDCJAC0010,66062,2006,7,3,18.6,1,Y,1
IDCJAC0010,66062,2006,7,4,16.3,1,Y,2
IDCJAC0010,66062,2006,7,5,20.3,1,Y,3
IDCJAC0010,66062,2006,7,6,19.1,1,Y,4
IDCJAC0010,66062,2006,7,7,17.8,1,Y,5
IDCJAC0010,66062,2006,7,8,17.6,1,Y,6
IDCJAC0010,66062,2006,7,9,17.2,1,Y,0
IDCJAC0010,66062,2006,7,10,19.9,1,Y,1
IDCJAC0010,66062,2006,7,11,23,1,Y,2
IDCJAC0010,66062,2006,7,12,17.7,1,Y,3
IDCJAC0010,66062,2006,7,13,16.4,1,Y,4
IDCJAC0010,66062,2006,7,14,15.7,1,Y,5
IDCJAC0010,66062,2006,7,15,16,1,Y,6
IDCJAC0010,66062,2006,7,16,18.7,1,Y,0
IDCJAC0010,66062,2006,7,17,17.5,1,Y,1
IDCJAC0010,66062,2006,7,18,15.1,1,Y,2
IDCJAC0010,66062,2006,7,19,13.4,1,Y,3
IDCJAC0010,66062,2006,7,20,14.4,1,Y,4
IDCJAC0010,66062,2006,7,21,17.4,1,Y,5
IDCJAC0010,66062,2006,7,22,17.7,1,Y,6
IDCJAC0010,66062,2006,7,23,18.4,1,Y,0
IDCJAC0010,66062,2006,7,24,16.2,1,Y,1
IDCJAC0010,66062,2006,7,25,18.8,1,Y,2
IDCJAC0010,66062,2006,7,26,15.6,1,Y,3
IDCJAC0010,66062,2006,7,27,19.9,1,Y,4
IDCJAC0010,66062,2006,7,28,19.9,1,Y,5
IDCJAC0010,66062,2006,7,29,21.3,1,Y,6
IDCJAC0010,66062,2006,7,30,19.5,1,Y,0
IDCJAC0010,66062,2006,7,31,18.4,1,Y,1
IDCJAC0010,66062,2006,8,1,18.5,1,Y,2
IDCJAC0010,66062,2006,8,2,14.8,1,Y,3
IDCJAC0010,66062,2006,8,3,19.5,1,Y,4
IDCJAC0010,66062,2006,8,4,12.3,1,Y,5
IDCJAC0010,66062,2006,8,5,17.2,1,Y,6
IDCJAC0010,66062,2006,8,6,17.6,1,Y,0
IDCJAC0010,66062,2006,8,7,17.6,1,Y,1
IDCJAC0010,66062,2006,8,8,21.1,1,Y,2
IDCJAC0010,66062,2006,8,9,20.9,1,Y,3
IDCJAC0010,66062,2006,8,10,16.8,1,Y,4
IDCJAC0010,66062,2006,8,11,19.2,1,Y,5
IDCJAC0010,66062,2006,8,12,19.6,1,Y,6
IDCJAC0010,66062,2006,8,13,19.9,1,Y,0
IDCJAC0010,66062,2006,8,14,22.2,1,Y,1
IDCJAC0010,66062,2006,8,15,20.9,1,Y,2
IDCJAC0010,66062,2006,8,16,20.4,1,Y,3
IDCJAC0010,66062,2006,8,17,25.5,1,Y,4
IDCJAC0010,66062,2006,8,18,22.7,1,Y,5
IDCJAC0010,66062,2006,8,19,20.3,1,Y,6
IDCJAC0010,66062,2006,8,20,21,1,Y,0
IDCJAC0010,66062,2006,8,21,20.9,1,Y,1
IDCJAC0010,66062,2006,8,22,24.8,1,Y,2
IDCJAC0010,66062,2006,8,23,22.2,1,Y,3
IDCJAC0010,66062,2006,8,24,18.7,1,Y,4
IDCJAC0010,66062,2006,8,25,20.3,1,Y,5
IDCJAC0010,66062,2006,8,26,18.5,1,Y,6
IDCJAC0010,66062,2006,8,27,18.9,1,Y,0
IDCJAC0010,66062,2006,8,28,19.5,1,Y,1
IDCJAC0010,66062,2006,8,29,20.6,1,Y,2
IDCJAC0010,66062,2006,8,30,19.7,1,Y,3
IDCJAC0010,66062,2006,8,31,21.2,1,Y,4
IDCJAC0010,66062,2006,9,1,23,1,Y,5
IDCJAC0010,66062,2006,9,2,28.3,1,Y,6
IDCJAC0010,66062,2006,9,3,26.7,1,Y,0
IDCJAC0010,66062,2006,9,4,21,1,Y,1
IDCJAC0010,66062,2006,9,5,21.7,1,Y,2
IDCJAC0010,66062,2006,9,6,20.9,1,Y,3
IDCJAC0010,66062,2006,9,7,18.3,1,Y,4
IDCJAC0010,66062,2006,9,8,17.8,1,Y,5
IDCJAC0010,66062,2006,9,9,16.7,1,Y,6
IDCJAC0010,66062,2006,9,10,17,1,Y,0
IDCJAC0010,66062,2006,9,11,19.1,1,Y,1
IDCJAC0010,66062,2006,9,12,18.6,1,Y,2
IDCJAC0010,66062,2006,9,13,20.5,1,Y,3
IDCJAC0010,66062,2006,9,14,21.6,1,Y,4
IDCJAC0010,66062,2006,9,15,22.5,1,Y,5
IDCJAC0010,66062,2006,9,16,22,1,Y,6
IDCJAC0010,66062,2006,9,17,21.7,1,Y,0
IDCJAC0010,66062,2006,9,18,25.6,1,Y,1
IDCJAC0010,66062,2006,9,19,31,1,Y,2
IDCJAC0010,66062,2006,9,20,29.8,1,Y,3
IDCJAC0010,66062,2006,9,21,26.4,1,Y,4
IDCJAC0010,66062,2006,9,22,30.6,1,Y,5
IDCJAC0010,66062,2006,9,23,26.9,1,Y,6
IDCJAC0010,66062,2006,9,24,33.6,1,Y,0
IDCJAC0010,66062,2006,9,25,20.2,1,Y,1
IDCJAC0010,66062,2006,9,26,19.9,1,Y,2
IDCJAC0010,66062,2006,9,27,23.4,1,Y,3
IDCJAC0010,66062,2006,9,28,21.7,1,Y,4
IDCJAC0010,66062,2006,9,29,24.8,1,Y,5
IDCJAC0010,66062,2006,9,30,20.5,1,Y,6
IDCJAC0010,66062,2006,10,1,21.4,1,Y,0
IDCJAC0010,66062,2006,10,2,28.8,1,Y,1
IDCJAC0010,66062,2006,10,3,21.3,1,Y,2
IDCJAC0010,66062,2006,10,4,23.1,1,Y,3
IDCJAC0010,66062,2006,10,5,26.5,1,Y,4
IDCJAC0010,66062,2006,10,6,21,1,Y,5
IDCJAC0010,66062,2006,10,7,24.8,1,Y,6
IDCJAC0010,66062,2006,10,8,30.9,1,Y,0
IDCJAC0010,66062,2006,10,9,19.2,1,Y,1
IDCJAC0010,66062,2006,10,10,20.5,1,Y,2
IDCJAC0010,66062,2006,10,11,24.3,1,Y,3
IDCJAC0010,66062,2006,10,12,28.7,1,Y,4
IDCJAC0010,66062,2006,10,13,36.7,1,Y,5
IDCJAC0010,66062,2006,10,14,36.2,1,Y,6
IDCJAC0010,66062,2006,10,15,21.5,1,Y,0
IDCJAC0010,66062,2006,10,16,18.2,1,Y,1
IDCJAC0010,66062,2006,10,17,22.3,1,Y,2
IDCJAC0010,66062,2006,10,18,30.2,1,Y,3
IDCJAC0010,66062,2006,10,19,24.7,1,Y,4
IDCJAC0010,66062,2006,10,20,28.7,1,Y,5
IDCJAC0010,66062,2006,10,21,16.3,1,Y,6
IDCJAC0010,66062,2006,10,22,18.2,1,Y,0
IDCJAC0010,66062,2006,10,23,21.5,1,Y,1
IDCJAC0010,66062,2006,10,24,23.4,1,Y,2
IDCJAC0010,66062,2006,10,25,25.6,1,Y,3
IDCJAC0010,66062,2006,10,26,20.7,1,Y,4
IDCJAC0010,66062,2006,10,27,27.3,1,Y,5
IDCJAC0010,66062,2006,10,28,21.9,1,Y,6
IDCJAC0010,66062,2006,10,29,20,1,Y,0
IDCJAC0010,66062,2006,10,30,22.2,1,Y,1
IDCJAC0010,66062,2006,10,31,25.1,1,Y,2
IDCJAC0010,66062,2006,11,1,25.7,1,Y,3
IDCJAC0010,66062,2006,11,2,29.9,1,Y,4
IDCJAC0010,66062,2006,11,3,22.1,1,Y,5
IDCJAC0010,66062,2006,11,4,18.5,1,Y,6
IDCJAC0010,66062,2006,11,5,18.4,1,Y,0
IDCJAC0010,66062,2006,11,6,20.8,1,Y,1
IDCJAC0010,66062,2006,11,7,22.1,1,Y,2
IDCJAC0010,66062,2006,11,8,20,1,Y,3
IDCJAC0010,66062,2006,11,9,19.3,1,Y,4
IDCJAC0010,66062,2006,11,10,23,1,Y,5
IDCJAC0010,66062,2006,11,11,31.7,1,Y,6
IDCJAC0010,66062,2006,11,12,25.2,1,Y,0
IDCJAC0010,66062,2006,11,13,27.1,1,Y,1
IDCJAC0010,66062,2006,11,14,23,1,Y,2
IDCJAC0010,66062,2006,11,15,25.2,1,Y,3
IDCJAC0010,66062,2006,11,16,16.7,1,Y,4
IDCJAC0010,66062,2006,11,17,20.4,1,Y,5
IDCJAC0010,66062,2006,11,18,21.7,1,Y,6
IDCJAC0010,66062,2006,11,19,23.4,1,Y,0
IDCJAC0010,66062,2006,11,20,26.7,1,Y,1
IDCJAC0010,66062,2006,11,21,35,1,Y,2
IDCJAC0010,66062,2006,11,22,38.4,1,Y,3
IDCJAC0010,66062,2006,11,23,23.3,1,Y,4
IDCJAC0010,66062,2006,11,24,24,1,Y,5
IDCJAC0010,66062,2006,11,25,25,1,Y,6
IDCJAC0010,66062,2006,11,26,23.7,1,Y,0
IDCJAC0010,66062,2006,11,27,23.8,1,Y,1
IDCJAC0010,66062,2006,11,28,28.6,1,Y,2
IDCJAC0010,66062,2006,11,29,23.8,1,Y,3
IDCJAC0010,66062,2006,11,30,22.5,1,Y,4
IDCJAC0010,66062,2006,12,1,31.8,1,Y,5
IDCJAC0010,66062,2006,12,2,25.9,1,Y,6
IDCJAC0010,66062,2006,12,3,19.2,1,Y,0
IDCJAC0010,66062,2006,12,4,22.4,1,Y,1
IDCJAC0010,66062,2006,12,5,22.8,1,Y,2
IDCJAC0010,66062,2006,12,6,24.8,1,Y,3
IDCJAC0010,66062,2006,12,7,24.1,1,Y,4
IDCJAC0010,66062,2006,12,8,25.2,1,Y,5
IDCJAC0010,66062,2006,12,9,24,1,Y,6
IDCJAC0010,66062,2006,12,10,24.8,1,Y,0
IDCJAC0010,66062,2006,12,11,27.6,1,Y,1
IDCJAC0010,66062,2006,12,12,19,1,Y,2
IDCJAC0010,66062,2006,12,13,24.2,1,Y,3
IDCJAC0010,66062,2006,12,14,32.4,1,Y,4
IDCJAC0010,66062,2006,12,15,19.2,1,Y,5
IDCJAC0010,66062,2006,12,16,21.4,1,Y,6
IDCJAC0010,66062,2006,12,17,22.4,1,Y,0
IDCJAC0010,66062,2006,12,18,24.3,1,Y,1
IDCJAC0010,66062,2006,12,19,24.5,1,Y,2
IDCJAC0010,66062,2006,12,20,22.5,1,Y,3
IDCJAC0010,66062,2006,12,21,24.6,1,Y,4
IDCJAC0010,66062,2006,12,22,25.3,1,Y,5
IDCJAC0010,66062,2006,12,23,27.1,1,Y,6
IDCJAC0010,66062,2006,12,24,22.1,1,Y,0
IDCJAC0010,66062,2006,12,25,26.8,1,Y,1
IDCJAC0010,66062,2006,12,26,21.9,1,Y,2
IDCJAC0010,66062,2006,12,27,22.5,1,Y,3
IDCJAC0010,66062,2006,12,28,24.8,1,Y,4
IDCJAC0010,66062,2006,12,29,25.4,1,Y,5
IDCJAC0010,66062,2006,12,30,25.3,1,Y,6
IDCJAC0010,66062,2006,12,31,23.1,1,Y,0
IDCJAC0010,66062,2007,1,1,23.4,1,Y,1
IDCJAC0010,66062,2007,1,2,23.5,1,Y,2
IDCJAC0010,66062,2007,1,3,23.9,1,Y,3
IDCJAC0010,66062,2007,1,4,24.3,1,Y,4
IDCJAC0010,66062,2007,1,5,25.5,1,Y,5
IDCJAC0010,66062,2007,1,6,26.9,1,Y,6
IDCJAC0010,66062,2007,1,7,29.3,1,Y,0
IDCJAC0010,66062,2007,1,8,23.9,1,Y,1
IDCJAC0010,66062,2007,1,9,23.5,1,Y,2
IDCJAC0010,66062,2007,1,10,24.2,1,Y,3
IDCJAC0010,66062,2007,1,11,26.7,1,Y,4
IDCJAC0010,66062,2007,1,12,26.6,1,Y,5
IDCJAC0010,66062,2007,1,13,24.9,1,Y,6
IDCJAC0010,66062,2007,1,14,24.9,1,Y,0
IDCJAC0010,66062,2007,1,15,24.4,1,Y,1
IDCJAC0010,66062,2007,1,16,26.5,1,Y,2
IDCJAC0010,66062,2007,1,17,26.7,1,Y,3
IDCJAC0010,66062,2007,1,18,25.8,1,Y,4
IDCJAC0010,66062,2007,1,19,26.3,1,Y,5
IDCJAC0010,66062,2007,1,20,29.2,1,Y,6
IDCJAC0010,66062,2007,1,21,38.7,1,Y,0
IDCJAC0010,66062,2007,1,22,29.5,1,Y,1
IDCJAC0010,66062,2007,1,23,25.6,1,Y,2
IDCJAC0010,66062,2007,1,24,25.2,1,Y,3
IDCJAC0010,66062,2007,1,25,23.8,1,Y,4
IDCJAC0010,66062,2007,1,26,26.6,1,Y,5
IDCJAC0010,66062,2007,1,27,33.9,1,Y,6
IDCJAC0010,66062,2007,1,28,25.5,1,Y,0
IDCJAC0010,66062,2007,1,29,26.7,1,Y,1
IDCJAC0010,66062,2007,1,30,27.6,1,Y,2
IDCJAC0010,66062,2007,1,31,25.9,1,Y,3
IDCJAC0010,66062,2007,2,1,22.5,1,Y,4
IDCJAC0010,66062,2007,2,2,24.8,1,Y,5
IDCJAC0010,66062,2007,2,3,25.5,1,Y,6
IDCJAC0010,66062,2007,2,4,26.8,1,Y,0
IDCJAC0010,66062,2007,2,5,25.2,1,Y,1
IDCJAC0010,66062,2007,2,6,26.9,1,Y,2
IDCJAC0010,66062,2007,2,7,25.9,1,Y,3
IDCJAC0010,66062,2007,2,8,27.2,1,Y,4
IDCJAC0010,66062,2007,2,9,27.6,1,Y,5
IDCJAC0010,66062,2007,2,10,27.7,1,Y,6
IDCJAC0010,66062,2007,2,11,26.2,1,Y,0
IDCJAC0010,66062,2007,2,12,23.3,1,Y,1
IDCJAC0010,66062,2007,2,13,24.7,1,Y,2
IDCJAC0010,66062,2007,2,14,26.6,1,Y,3
IDCJAC0010,66062,2007,2,15,25.9,1,Y,4
IDCJAC0010,66062,2007,2,16,26.5,1,Y,5
IDCJAC0010,66062,2007,2,17,26.7,1,Y,6
IDCJAC0010,66062,2007,2,18,26.2,1,Y,0
IDCJAC0010,66062,2007,2,19,26.5,1,Y,1
IDCJAC0010,66062,2007,2,20,26.6,1,Y,2
IDCJAC0010,66062,2007,2,21,26.6,1,Y,3
IDCJAC0010,66062,2007,2,22,27,1,Y,4
IDCJAC0010,66062,2007,2,23,27.3,1,Y,5
IDCJAC0010,66062,2007,2,24,26.8,1,Y,6
IDCJAC0010,66062,2007,2,25,23,1,Y,0
IDCJAC0010,66062,2007,2,26,24.4,1,Y,1
IDCJAC0010,66062,2007,2,27,26.3,1,Y,2
IDCJAC0010,66062,2007,2,28,27.4,1,Y,3
IDCJAC0010,66062,2007,3,1,27.3,1,Y,4
IDCJAC0010,66062,2007,3,2,28.3,1,Y,5
IDCJAC0010,66062,2007,3,3,31,1,Y,6
IDCJAC0010,66062,2007,3,4,31.9,1,Y,0
IDCJAC0010,66062,2007,3,5,23.9,1,Y,1
IDCJAC0010,66062,2007,3,6,24,1,Y,2
IDCJAC0010,66062,2007,3,7,24.3,1,Y,3
IDCJAC0010,66062,2007,3,8,28.6,1,Y,4
IDCJAC0010,66062,2007,3,9,24.3,1,Y,5
IDCJAC0010,66062,2007,3,10,25.3,1,Y,6
IDCJAC0010,66062,2007,3,11,26.5,1,Y,0
IDCJAC0010,66062,2007,3,12,23.7,1,Y,1
IDCJAC0010,66062,2007,3,13,22.3,1,Y,2
IDCJAC0010,66062,2007,3,14,24.8,1,Y,3
IDCJAC0010,66062,2007,3,15,26.3,1,Y,4
IDCJAC0010,66062,2007,3,16,33.5,1,Y,5
IDCJAC0010,66062,2007,3,17,27,1,Y,6
IDCJAC0010,66062,2007,3,18,23.3,1,Y,0
IDCJAC0010,66062,2007,3,19,25.2,1,Y,1
IDCJAC0010,66062,2007,3,20,29.1,1,Y,2
IDCJAC0010,66062,2007,3,21,28.6,1,Y,3
IDCJAC0010,66062,2007,3,22,27.5,1,Y,4
IDCJAC0010,66062,2007,3,23,26.8,1,Y,5
IDCJAC0010,66062,2007,3,24,35.1,1,Y,6
IDCJAC0010,66062,2007,3,25,22.4,1,Y,0
IDCJAC0010,66062,2007,3,26,23.8,1,Y,1
IDCJAC0010,66062,2007,3,27,23.3,1,Y,2
IDCJAC0010,66062,2007,3,28,25.2,1,Y,3
IDCJAC0010,66062,2007,3,29,24.2,1,Y,4
IDCJAC0010,66062,2007,3,30,24.9,1,Y,5
IDCJAC0010,66062,2007,3,31,22.4,1,Y,6
IDCJAC0010,66062,2007,4,1,23.3,1,Y,0
IDCJAC0010,66062,2007,4,2,26.1,1,Y,1
IDCJAC0010,66062,2007,4,3,23.9,1,Y,2
IDCJAC0010,66062,2007,4,4,23.3,1,Y,3
IDCJAC0010,66062,2007,4,5,25.2,1,Y,4
IDCJAC0010,66062,2007,4,6,21.4,1,Y,5
IDCJAC0010,66062,2007,4,7,21.4,1,Y,6
IDCJAC0010,66062,2007,4,8,22.7,1,Y,0
IDCJAC0010,66062,2007,4,9,23.4,1,Y,1
IDCJAC0010,66062,2007,4,10,24.4,1,Y,2
IDCJAC0010,66062,2007,4,11,27.1,1,Y,3
