RMSE_Train,RMSE_Test,MAPE_Train,MAPE_Test,MAE_Train,MAE_Test
0.062327,0.084146,7.6491,11.712,8139,10882
0.062285,0.083169,7.6599,11.586,8138.5,10725
0.062619,0.08352,7.69,11.64,8180.8,10792
0.062442,0.084569,7.6669,11.828,8157.8,10930
0.062477,0.083674,7.6808,11.621,8168.7,10752
0.062099,0.084567,7.6153,11.606,8108.7,10841
0.062237,0.084809,7.6485,11.7,8138.6,10879
0.062401,0.084105,7.6594,11.692,8158.8,10860
0.062159,0.084121,7.6483,11.648,8131.8,10793
0.06261,0.083375,7.7053,11.731,8189.6,10843
0.062383,0.085138,7.676,11.838,8163.6,10954
0.062409,0.083966,7.6719,11.651,8166.5,10814
0.062487,0.083881,7.6874,11.585,8163.3,10807
0.062491,0.084416,7.687,11.602,8170.8,10822
0.062488,0.083439,7.6964,11.695,8167.8,10791
0.062367,0.083766,7.6617,11.601,8156.1,10808
0.062307,0.083573,7.6717,11.657,8151.4,10784
0.062072,0.085081,7.6503,11.8,8121.8,10911
0.062522,0.084938,7.669,11.659,8173.3,10851
0.062538,0.084315,7.6936,11.666,8181.3,10844
0.062353,0.084018,7.6617,11.73,8155.6,10858
0.062495,0.08358,7.6875,11.595,8170.7,10771
0.06232,0.08323,7.6577,11.486,8153.3,10720
0.062291,0.083727,7.6708,11.611,8149,10780
0.062517,0.085104,7.6896,11.881,8173.1,11014
0.062516,0.084884,7.6955,11.651,8183.4,10882
0.062377,0.082471,7.6596,11.55,8150.5,10699
0.062397,0.083075,7.6594,11.577,8150.7,10750
0.062153,0.084038,7.6313,11.646,8112.3,10833
0.062187,0.085248,7.6722,11.817,8143.4,10981
0.062265,0.08426,7.6525,11.604,8142.2,10826
0.062464,0.083949,7.6652,11.727,8151.3,10852
0.062349,0.083956,7.6746,11.558,8154,10793
0.062547,0.083614,7.6844,11.616,8167,10768
0.062385,0.086395,7.6712,11.822,8162.7,11003
0.062422,0.084723,7.6835,11.73,8161.7,10875
0.062238,0.083366,7.6522,11.608,8140.2,10702
0.062486,0.083378,7.6732,11.525,8171.2,10730
0.062422,0.085031,7.6846,11.787,8169.4,10957
0.062224,0.083547,7.6408,11.641,8128.7,10747
0.06249,0.084194,7.6768,11.643,8172.6,10783
0.062454,0.084926,7.689,11.757,8173.2,10938
