Training,Testing
0.078467,0.097628
0.078847,0.098338
0.078809,0.097221
0.079446,0.09775
0.078485,0.097049
0.078333,0.097242
0.078216,0.097077
0.078575,0.098084
0.079252,0.098571
0.079398,0.097633
0.079197,0.099645
0.078432,0.097298
0.078728,0.097138
0.078534,0.097137
0.078974,0.098239
0.078852,0.096655
0.078672,0.098715
0.078383,0.09739
0.078636,0.096978
0.078535,0.097181
0.078892,0.097703
0.078542,0.096908
0.078348,0.09667
0.078371,0.097164
0.078748,0.097036
0.078813,0.097784
0.078392,0.099213
0.078806,0.098318
0.078644,0.096245
0.079266,0.098395
0.078771,0.097828
0.078505,0.097338
0.078992,0.097875
0.078537,0.096756
0.078731,0.098597
0.078785,0.097719
0.078536,0.098567
0.079343,0.097866
0.078647,0.098502
0.078919,0.097781
0.078649,0.097553
0.078704,0.097905
0.079197,0.098273
0.078689,0.097903
0.079184,0.096753
0.079159,0.098836
0.078577,0.097765
0.078681,0.098344
0.078844,0.097612
0.078667,0.097549
0.078972,0.097726
0.079832,0.099813
0.078584,0.098
0.079585,0.098836
0.0789,0.097419
0.078293,0.098178
0.078938,0.097262
0.079242,0.098805
0.078419,0.097023
0.078114,0.098001
0.078795,0.098804
0.078646,0.098231
0.078709,0.097309
0.078984,0.098973
0.078934,0.098128
0.078464,0.097541
0.078628,0.097288
0.078768,0.098342
0.078536,0.097901
0.078788,0.097548
0.078961,0.098801
0.07917,0.097351
0.078003,0.097915
0.078531,0.096673
0.078864,0.098904
0.078805,0.098243
0.078639,0.097231
0.078948,0.099134
0.07874,0.096651
0.079042,0.098313
0.078031,0.096677
0.078735,0.097984
0.079012,0.097195
0.078583,0.098728
0.078791,0.097152
0.078381,0.097723
0.078552,0.09733
0.078815,0.097455
0.078065,0.096558
0.078957,0.09808
0.078363,0.098078
0.078865,0.097511
0.078538,0.097847
0.078425,0.097142
0.078692,0.097597
0.079567,0.099441
0.077943,0.096242
0.079194,0.098166
0.078954,0.097534
0.078591,0.097165
0.078602,0.098548
0.079812,0.099212
0.078996,0.098461
0.078716,0.098002
0.078974,0.098866
0.078419,0.096725
0.078599,0.097587
0.078547,0.097531
0.078781,0.098765
0.078783,0.0986
0.078701,0.098186
0.078592,0.097705
0.07921,0.098569
0.078648,0.097986
0.078993,0.096511
0.078439,0.098284
0.078606,0.097415
0.078633,0.097217
0.079036,0.099251
0.078378,0.098159
0.079053,0.098741
0.078428,0.097543
0.078811,0.098247
0.079132,0.097838
0.078672,0.098212
0.078466,0.096761
0.078835,0.097473
0.078566,0.098091
0.078605,0.097887
0.078804,0.098437
0.078355,0.097352
0.078857,0.098199
0.078942,0.09757
0.078615,0.098062
0.078572,0.097555
0.078743,0.098004
0.078784,0.097672
0.078792,0.096926
0.079147,0.098039
0.079122,0.097285
0.079662,0.10009
0.07847,0.097074
0.078847,0.09723
0.078944,0.098486
0.078689,0.097038
